class	class_uri	slot	slot_uri	broad_mappings	close_mappings	exact_mappings	mappings	narrow_mappings	abstract	alias	aliases	annotation_expected_value	annotation_occurrence	annotation_preferred_unit	annotation_tooltip	any_of	comments	contributors	description	designates_type	example_values	id_prefixes	identifier	inlined	inlined_as_list	is_a	list_elements_ordered	maximum_cardinality	maximum_value	minimum_cardinality	minimum_value	mixins	multivalued	notes	pattern	range	rank	recommended	required	see_also	slot_group	string_serialization	structured_aliases	structured_pattern.syntax	title	todos
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	ended_at_time					prov:endedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	execution_resource																	The computing resource or facility where the workflow was executed.		NERSC-Cori															ExecutionResourceEnum			True				JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	git_url																	The url that points to the exact github location of a workflow.		https://github.com/microbiomedata/mg_annotation/releases/tag/0.1|https://github.com/microbiomedata/metaMS/blob/master/metaMS/gcmsWorkflow.py															string			True				JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	gold_analysis_project_identifiers																	identifiers for corresponding analysis projects in GOLD		https://bioregistry.io/gold:Ga0526289					analysis_identifiers						gold_identifiers	True		^gold:Ga[0-9]+$	external_identifier							JsonObj()	^gold:Ga[0-9]+$		
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	has_input									input								An input to a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing			True				JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	has_output									output								An output from a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing							JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):wfmtan-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})(\.[0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:wfmtan-{id_shoulder}-{id_blade}{id_version}$		
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	img_identifiers																	A list of identifiers that relate the biosample to records in the IMG database.							external_database_identifiers		1.0					True		^img\.taxon:[a-zA-Z0-9_][a-zA-Z0-9_\/\.]*$	external_identifier							JsonObj()		IMG Identifiers	add is_a or mixin modeling, like other external_database_identifiers|what class would IMG records belong to?! Are they Studies, Biosamples, or something else?
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	name																	A human readable label for an entity																	string							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	protocol_link																																		Protocol							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	started_at_time					prov:startedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string			True				JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	version																																		string							JsonObj()			
MetatranscriptomeAnnotation	nmdc:MetatranscriptomeAnnotation	was_informed_by					prov:wasInformedBy																												^(nmdc):(omprc|dgns)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	DataGeneration			True				"JsonObj(was_informed_by=StructuredAlias({
  'literal_form': 'was_informed_by',
  'predicate': AliasPredicateEnum(text='EXACT_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#exactMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:(omprc|dgns)-{id_shoulder}-{id_blade}$		
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	asm_score																	A score for comparing metagenomic assembly quality from same sample.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	contig_bp																	Total size in bp of all contigs.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	contigs																	The sum of the (length*log(length)) of all contigs, times some constant.  Increase the contiguity, the score will increase							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	ctg_l50																	Given a set of contigs, the L50 is defined as the sequence length of the shortest contig at 50% of the total genome length.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	ctg_l90																	The L90 statistic is less than or equal to the L50 statistic; it is the length for which the collection of all contigs of that length or longer contains at least 90% of the sum of the lengths of all contigs.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	ctg_logsum																	Maximum contig length.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	ctg_max																	Maximum contig length.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	ctg_n50																	Given a set of contigs, each with its own length, the N50 count is defined as the smallest number_of_contigs whose length sum makes up half of genome size.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	ctg_n90																	Given a set of contigs, each with its own length, the N90 count is defined as the smallest number of contigs whose length sum makes up 90% of genome size.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	ctg_powsum																	Powersum of all contigs is the same as logsum except that it uses the sum of (length*(length^P)) for some power P (default P=0.25).							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	ended_at_time					prov:endedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	execution_resource																	The computing resource or facility where the workflow was executed.		NERSC-Cori															ExecutionResourceEnum			True				JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	gap_pct																	The gap size percentage of all scaffolds.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	gc_avg																	Average of GC content of all contigs.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	gc_std																	Standard deviation of GC content of all contigs.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	git_url																	The url that points to the exact github location of a workflow.		https://github.com/microbiomedata/mg_annotation/releases/tag/0.1|https://github.com/microbiomedata/metaMS/blob/master/metaMS/gcmsWorkflow.py															string			True				JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	has_input									input								An input to a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing			True				JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	has_output									output								An output from a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing							JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):wfmtas-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})(\.[0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:wfmtas-{id_shoulder}-{id_blade}{id_version}$		
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	insdc_assembly_identifiers																								assembly_identifiers						insdc_identifiers			^insdc.sra:[A-Z]+[0-9]+(\.[0-9]+)?$	string							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	name																	A human readable label for an entity																	string							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	num_aligned_reads																	The sequence count number of input reads aligned to assembled contigs.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	num_input_reads																	The sequence count number of input reads for assembly.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	protocol_link																																		Protocol							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_bp																	Total size in bp of all scaffolds.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_l50																	Given a set of scaffolds, the L50 is defined as the sequence length of the shortest scaffold at 50% of the total genome length.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_l90																	The L90 statistic is less than or equal to the L50 statistic; it is the length for which the collection of all scaffolds of that length or longer contains at least 90% of the sum of the lengths of all scaffolds.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_l_gt50k																	Total size in bp of all scaffolds greater than 50 KB.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_logsum																	The sum of the (length*log(length)) of all scaffolds, times some constant.  Increase the contiguity, the score will increase							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_max																	Maximum scaffold length.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_n50																	Given a set of scaffolds, each with its own length, the N50 count is defined as the smallest number of scaffolds whose length sum makes up half of genome size.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_n90																	Given a set of scaffolds, each with its own length, the N90 count is defined as the smallest number of scaffolds whose length sum makes up 90% of genome size.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_n_gt50k																	Total sequence count of scaffolds greater than 50 KB.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_pct_gt50k																	Total sequence size percentage of scaffolds greater than 50 KB.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaf_powsum																	Powersum of all scaffolds is the same as logsum except that it uses the sum of (length*(length^P)) for some power P (default P=0.25).							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	scaffolds																	Total sequence count of all scaffolds.							metagenome_assembly_parameter										float							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	started_at_time					prov:startedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string			True				JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	version																																		string							JsonObj()			
MetatranscriptomeAssembly	nmdc:MetatranscriptomeAssembly	was_informed_by					prov:wasInformedBy																												^(nmdc):(omprc|dgns)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	DataGeneration			True				"JsonObj(was_informed_by=StructuredAlias({
  'literal_form': 'was_informed_by',
  'predicate': AliasPredicateEnum(text='EXACT_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#exactMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:(omprc|dgns)-{id_shoulder}-{id_blade}$		
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	ended_at_time					prov:endedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	execution_resource																	The computing resource or facility where the workflow was executed.		NERSC-Cori															ExecutionResourceEnum			True				JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	git_url																	The url that points to the exact github location of a workflow.		https://github.com/microbiomedata/mg_annotation/releases/tag/0.1|https://github.com/microbiomedata/metaMS/blob/master/metaMS/gcmsWorkflow.py															string			True				JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	has_input									input								An input to a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing			True				JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	has_output									output								An output from a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing							JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):wfmtex-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})(\.[0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:wfmtex-{id_shoulder}-{id_blade}{id_version}$		
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	img_identifiers																	A list of identifiers that relate the biosample to records in the IMG database.							external_database_identifiers		1.0					True		^img\.taxon:[a-zA-Z0-9_][a-zA-Z0-9_\/\.]*$	external_identifier							JsonObj()		IMG Identifiers	add is_a or mixin modeling, like other external_database_identifiers|what class would IMG records belong to?! Are they Studies, Biosamples, or something else?
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	name																	A human readable label for an entity																	string							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	protocol_link																																		Protocol							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	started_at_time					prov:startedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string			True				JsonObj()			
