class	class_uri	slot	slot_uri	close_mappings	exact_mappings	mappings	abstract	alias	aliases	annotation_simple_dict_value	any_of	comments	conforms_to	deprecated	description	domain	example_values	identifier	ifabsent	in_subset	inherited	inlined	is_a	key	list_elements_ordered	multivalued	notes	range	range_expression	rank	readonly	recommended	required	see_also	singular_name	status
slot_expression		has_member													the value of the slot is multivalued with at least one member satisfying the condition					SpecificationSubset			list_value_specification_constant					anonymous_slot_expression								testing
slot_expression		implicit_prefix													Causes the slot value to be interpreted as a uriorcurie after prefixing with this string	slot_expression				SpecificationSubset								string								testing
slot_expression		inlined										classes without keys or identifiers are necessarily inlined as lists|only applicable in tree-like serializations, e.g json, yaml			True means that keyed or identified slot appears in an outer structure by value.  False means that only the key or identifier for the slot appears within the domain, referencing a structure that appears elsewhere.	slot_definition				SpecificationSubset|BasicSubset	True							boolean		25.0				https://w3id.org/linkml/docs/specification/06mapping/#collection-forms|https://linkml.io/linkml/schemas/inlining.html		
slot_expression		inlined_as_list										"The default loader will accept either list or dictionary form as input.  This parameter controls internal
representation and output.|A keyed or identified class with one additional slot can be input in a third form, a dictionary whose key
is the key or identifier and whose value is the one additional element.  This form is still stored according
to the inlined_as_list setting."			True means that an inlined slot is represented as a list of range instances.  False means that an inlined slot is represented as a dictionary, whose key is the slot key or identifier and whose value is the range instance.	slot_definition				SpecificationSubset|BasicSubset	True							boolean		27.0				https://w3id.org/linkml/docs/specification/06mapping/#collection-forms|https://linkml.io/linkml/schemas/inlining.html		
slot_expression		maximum_cardinality										maximum_cardinality cannot be less than minimum_cardinality			the maximum number of entries for a multivalued slot					SpecificationSubset	True		list_value_specification_constant					integer								
slot_expression		maximum_value							high value						For ordinal ranges, the value must be equal to or lower than this	slot_definition				SpecificationSubset|BasicSubset	True						"Range to be refined to an ""Ordinal"" metaclass - see https://github.com/linkml/linkml/issues/1384#issuecomment-1892721142"	Anything								
slot_expression		minimum_cardinality										minimum_cardinality cannot be greater than maximum_cardinality			the minimum number of entries for a multivalued slot					SpecificationSubset	True		list_value_specification_constant					integer								
slot_expression		minimum_value							low value						For ordinal ranges, the value must be equal to or higher than this	slot_definition				SpecificationSubset|BasicSubset	True						"Range to be refined to an ""Ordinal"" metaclass - see https://github.com/linkml/linkml/issues/1384#issuecomment-1892721142"	Anything								
slot_expression		multivalued													true means that slot can have more than one value and should be represented using a list or collection structure.	slot_definition				SpecificationSubset|MinimalSubset|BasicSubset|ObjectOrientedProfile	True							boolean		7.0						
slot_expression		none_of			sh:not										holds if none of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_slot_expression		105.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
slot_expression		pattern													the string value of the slot must conform to this regular expression expressed in the string	definition				SpecificationSubset|BasicSubset	True							string		35.0						
slot_expression		range							value domain			range is underspecified, as not all elements can appear as the range of a slot.|to use a URI or CURIE as the range, create a class with the URI or curie as the class_uri			"defines the type of the object of the slot.  Given the following slot definition
  S1:
    domain: C1
    range:  C2
the declaration
  X:
    S1: Y

implicitly asserts Y is an instance of C2
"	slot_definition			default_range	SpecificationSubset|MinimalSubset|BasicSubset|RelationalModelProfile|ObjectOrientedProfile	True							element								
slot_expression		range_expression										one use for this is being able to describe a range using any_of expressions, for example to combine two enums			A range that is described as a boolean expression combining existing ranges	slot_expression				SpecificationSubset								anonymous_class_expression								testing
slot_expression		recommended										This is to be used where not all data is expected to conform to having a required field|If a slot is recommended, and it is not populated, applications must not treat this as an error. Applications may use this to inform the user of missing data			true means that the slot should be present in instances of the class definition, but this is not required	slot_definition				SpecificationSubset|BasicSubset	True							boolean		9.0				https://github.com/linkml/linkml/issues/177		
slot_expression		required													true means that the slot must be present in instances of the class definition	slot_definition				SpecificationSubset|MinimalSubset|BasicSubset|RelationalModelProfile|ObjectOrientedProfile	True							boolean		8.0						
slot_expression		structured_pattern													the string value of the slot must conform to the regular expression in the pattern expression	definition				SpecificationSubset	True							pattern_expression						https://linkml.io/linkml/schemas/constraints.html#structured-patterns		
slot_expression		unit	qudt:unit												an encoding of a unit													UnitOfMeasure								
slot_expression		value_presence										if set to true this has the same effect as required=true. In contrast, required=false allows a value to be present			if PRESENT then a value must be present (for lists there must be at least one value). If ABSENT then a value must be absent (for lists, must be empty)	slot_definition					True		list_value_specification_constant					presence_enum								unstable
structured_alias	skosxl:Label	alias_contexts						contexts							The context in which an alias should be applied	structured_alias										True		uri								
structured_alias	skosxl:Label	alias_predicate	rdf:predicate					predicate							The relationship between an element and its alias.	structured_alias												alias_predicate_enum				True				
structured_alias	skosxl:Label	aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
structured_alias	skosxl:Label	alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
structured_alias	skosxl:Label	annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
structured_alias	skosxl:Label	broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
structured_alias	skosxl:Label	categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			The category or categories of an alias. This can be drawn from any relevant vocabulary		https://w3id.org/mod#acronym			BasicSubset						True		uriorcurie							category	
structured_alias	skosxl:Label	close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
structured_alias	skosxl:Label	comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
structured_alias	skosxl:Label	contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
structured_alias	skosxl:Label	created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
structured_alias	skosxl:Label	created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
structured_alias	skosxl:Label	deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
structured_alias	skosxl:Label	deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
structured_alias	skosxl:Label	deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
structured_alias	skosxl:Label	description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
structured_alias	skosxl:Label	exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
structured_alias	skosxl:Label	examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
structured_alias	skosxl:Label	extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
structured_alias	skosxl:Label	from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
structured_alias	skosxl:Label	imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
structured_alias	skosxl:Label	in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
structured_alias	skosxl:Label	in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
structured_alias	skosxl:Label	keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
structured_alias	skosxl:Label	last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
structured_alias	skosxl:Label	literal_form	skosxl:literalForm						alias_name|string_value						The literal lexical form of a structured alias; i.e the actual alias value.	structured_alias												string					True			
structured_alias	skosxl:Label	mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
structured_alias	skosxl:Label	modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
structured_alias	skosxl:Label	narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
structured_alias	skosxl:Label	notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
structured_alias	skosxl:Label	rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
structured_alias	skosxl:Label	related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
structured_alias	skosxl:Label	see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
structured_alias	skosxl:Label	source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
structured_alias	skosxl:Label	status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
structured_alias	skosxl:Label	structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
structured_alias	skosxl:Label	title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
structured_alias	skosxl:Label	todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
subset_definition		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
subset_definition		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
subset_definition		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
subset_definition		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
subset_definition		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
subset_definition		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
subset_definition		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
subset_definition		conforms_to	dcterms:conformsTo												An established standard to which the element conforms.	element				BasicSubset								string						linkml:implements		
subset_definition		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
subset_definition		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
subset_definition		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
subset_definition		definition_uri										Formed by combining the default_prefix with the normalized element name			The native URI of the element. This is always within the namespace of the containing schema. Contrast with the assigned URI, via class_uri or slot_uri	element												uriorcurie			filled in by the schema loader or schema view			linkml:class_uri|linkml:slot_uri		
subset_definition		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
subset_definition		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
subset_definition		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
subset_definition		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
subset_definition		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
subset_definition		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
subset_definition		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
subset_definition		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
subset_definition		id_prefixes										Order of elements may be used to indicate priority order|If identifiers are treated as CURIEs, then the CURIE must start with one of the indicated prefixes followed by `:` (_should_ start if the list is open)|If identifiers are treated as URIs, then the URI string must start with the expanded for of the prefix (_should_ start if the list is open)			An allowed list of prefixes for which identifiers must conform. The identifier of this class or slot must begin with the URIs referenced by this prefix	element				SpecificationSubset|BasicSubset						True		ncname						https://github.com/linkml/linkml-model/issues/28		
subset_definition		id_prefixes_are_closed													If true, then the id_prefixes slot is treated as being closed, and any use of an id that does not have this prefix is considered a violation.	element												boolean						https://github.com/linkml/linkml/issues/194		
subset_definition		implements													An element in another schema which this element conforms to. The referenced element is not imported into the schema for the implementing element. However, the referenced schema may be used to check conformance of the implementing element.	element										True		uriorcurie								
subset_definition		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
subset_definition		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
subset_definition		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
subset_definition		instantiates													An element in another schema which this element instantiates.	element										True		uriorcurie								
subset_definition		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
subset_definition		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
subset_definition		local_names														element						True				True		local_name								
subset_definition		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
subset_definition		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
subset_definition		name	rdfs:label		schema:name				short name|unique name						the unique name of the element within the context of the schema.  Name is combined with the default prefix to form the globally unique subject of the target class.	element		True		SpecificationSubset|OwlProfile|MinimalSubset|BasicSubset|RelationalModelProfile|ObjectOrientedProfile								string		1.0			True	https://en.wikipedia.org/wiki/Data_element_name|https://linkml.io/linkml/faq/modeling.html#why-are-my-class-names-translated-to-camelcase		
subset_definition		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
subset_definition		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
subset_definition		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
subset_definition		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
subset_definition		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
subset_definition		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
subset_definition		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
subset_definition		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
subset_definition		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
subset_definition		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
type_definition		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
type_definition		all_of			sh:and										holds if all of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		107.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
type_definition		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
type_definition		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
type_definition		any_of			sh:or										holds if at least one of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		101.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
type_definition		base										every root type must have a base|the base is inherited by child types but may be overridden.  Base compatibility is not checked.			python base type in the LinkML runtime that implements this type definition	type_definition				SpecificationSubset|BasicSubset	True							string		8.0						
type_definition		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
type_definition		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
type_definition		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
type_definition		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
type_definition		conforms_to	dcterms:conformsTo												An established standard to which the element conforms.	element				BasicSubset								string						linkml:implements		
type_definition		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
type_definition		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
type_definition		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
type_definition		definition_uri										Formed by combining the default_prefix with the normalized element name			The native URI of the element. This is always within the namespace of the containing schema. Contrast with the assigned URI, via class_uri or slot_uri	element												uriorcurie			filled in by the schema loader or schema view			linkml:class_uri|linkml:slot_uri		
type_definition		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
type_definition		deprecated element has exact replacement				IAO:0100001		deprecated_element_has_exact_replacement							When an element is deprecated, it can be automatically replaced by this uri or curie													uriorcurie								
type_definition		deprecated element has possible replacement				OIO:consider		deprecated_element_has_possible_replacement							When an element is deprecated, it can be potentially replaced by this uri or curie													uriorcurie								
type_definition		description	skos:definition		dcterms:description|schema:description				definition						a textual description of the element's purpose and use	element				BasicSubset								string		5.0		True				
type_definition		equals_number													the slot must have range of a number and the value of the slot must equal the specified value						True		list_value_specification_constant					integer								unstable
type_definition		equals_string													the slot must have range string and the value of the slot must equal the specified value					SpecificationSubset	True		list_value_specification_constant					string								
type_definition		equals_string_in													the slot must have range string and the value of the slot must equal one of the specified values					SpecificationSubset	True		list_value_specification_constant			True		string								testing
type_definition		exact mappings	skos:exactMatch					exact_mappings							A list of terms from different schemas or terminology systems that have identical meaning.						False		mappings			True		uriorcurie								
type_definition		exactly_one_of			sh:xone										holds if only one of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		103.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
type_definition		examples		vann:example											example usages of an element	element				BasicSubset		True				True		example							example	
type_definition		extensions													a tag/text tuple attached to an arbitrary element	extensible						True				True		extension								
type_definition		from_schema	skos:inScheme												id of the schema that defined the element	element				SpecificationSubset							A stronger model would be range schema_definition, but this doesn't address the import model	uri			supplied by the schema loader or schema view					
type_definition		id_prefixes										Order of elements may be used to indicate priority order|If identifiers are treated as CURIEs, then the CURIE must start with one of the indicated prefixes followed by `:` (_should_ start if the list is open)|If identifiers are treated as URIs, then the URI string must start with the expanded for of the prefix (_should_ start if the list is open)			An allowed list of prefixes for which identifiers must conform. The identifier of this class or slot must begin with the URIs referenced by this prefix	element				SpecificationSubset|BasicSubset						True		ncname						https://github.com/linkml/linkml-model/issues/28		
type_definition		id_prefixes_are_closed													If true, then the id_prefixes slot is treated as being closed, and any use of an id that does not have this prefix is considered a violation.	element												boolean						https://github.com/linkml/linkml/issues/194		
type_definition		implements													An element in another schema which this element conforms to. The referenced element is not imported into the schema for the implementing element. However, the referenced schema may be used to check conformance of the implementing element.	element										True		uriorcurie								
type_definition		implicit_prefix													Causes the slot value to be interpreted as a uriorcurie after prefixing with this string	slot_expression				SpecificationSubset								string								testing
type_definition		imported_from													the imports entry that this element was derived from.  Empty means primary source	element												string			supplied by the schema loader or schema view					
type_definition		in_language	schema:inLanguage									Recommended to use a string from IETF BCP 47	https://www.rfc-editor.org/rfc/bcp/bcp47.txt		the primary language used in the sources													string								
type_definition		in_subset	OIO:inSubset									an example of use in the translator_minimal subset in the biolink model, holding the minimal set of predicates used in a translator knowledge graph			used to indicate membership of a term in a defined subset of terms used for a particular domain or application.	element				BasicSubset						True		subset_definition								
type_definition		instantiates													An element in another schema which this element instantiates.	element										True		uriorcurie								
type_definition		keywords	schema:keywords												Keywords or tags used to describe the element	element				BasicSubset						True		string							keyword	
type_definition		last_updated_on	pav:lastUpdatedOn												time at which the element was last updated	element				BasicSubset								datetime								
type_definition		local_names														element						True				True		local_name								
type_definition		mappings	skos:mappingRelation						xrefs|identifiers|alternate identifiers|alternate ids						A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.											True		uriorcurie								
type_definition		maximum_value							high value						For ordinal ranges, the value must be equal to or lower than this	slot_definition				SpecificationSubset|BasicSubset	True						"Range to be refined to an ""Ordinal"" metaclass - see https://github.com/linkml/linkml/issues/1384#issuecomment-1892721142"	Anything								
type_definition		minimum_value							low value						For ordinal ranges, the value must be equal to or higher than this	slot_definition				SpecificationSubset|BasicSubset	True						"Range to be refined to an ""Ordinal"" metaclass - see https://github.com/linkml/linkml/issues/1384#issuecomment-1892721142"	Anything								
type_definition		modified_by	oslc:modifiedBy												agent that modified the element	element				BasicSubset								uriorcurie								
type_definition		name	rdfs:label		schema:name				short name|unique name						the unique name of the element within the context of the schema.  Name is combined with the default prefix to form the globally unique subject of the target class.	element		True		SpecificationSubset|OwlProfile|MinimalSubset|BasicSubset|RelationalModelProfile|ObjectOrientedProfile								string		1.0			True	https://en.wikipedia.org/wiki/Data_element_name|https://linkml.io/linkml/faq/modeling.html#why-are-my-class-names-translated-to-camelcase		
type_definition		narrow mappings	skos:narrowMatch					narrow_mappings							A list of terms from different schemas or terminology systems that have narrower meaning.						False		mappings			True		uriorcurie								
type_definition		none_of			sh:not										holds if none of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		105.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
type_definition		notes	skos:editorialNote												editorial notes about an element intended primarily for internal consumption	element				BasicSubset						True		string								
type_definition		pattern													the string value of the slot must conform to this regular expression expressed in the string	definition				SpecificationSubset|BasicSubset	True							string		35.0						
type_definition		rank	sh:order		qudt:order|qb:order				order|precedence|display order			the rank of an element does not affect the semantics			the relative order in which the element occurs, lower values are given precedence					SpecificationSubset|BasicSubset								integer		51.0						
type_definition		related mappings	skos:relatedMatch					related_mappings							A list of terms from different schemas or terminology systems that have related meaning.						False		mappings			True		uriorcurie								
type_definition		repr													the name of the python object that implements this type definition	type_definition				SpecificationSubset|BasicSubset	True							string		10.0						
type_definition		see_also	rdfs:seeAlso												A list of related entities or URLs that may be of relevance	element				BasicSubset						True		uriorcurie								
type_definition		source	dcterms:source	prov:wasDerivedFrom|schema:isBasedOn					origin|derived from			The described resource may be derived from the related resource in whole or in part			A related resource from which the element is derived.	element				BasicSubset								uriorcurie								
type_definition		status	bibo:status						workflow status						status of the element	element	bibo:draft			BasicSubset								uriorcurie						https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process		
type_definition		structured_aliases	skosxl:altLabel												A list of structured_alias objects, used to provide aliases in conjunction with additional metadata.							True				True		structured_alias						linkml:aliases		
type_definition		structured_pattern													the string value of the slot must conform to the regular expression in the pattern expression	definition				SpecificationSubset	True							pattern_expression						https://linkml.io/linkml/schemas/constraints.html#structured-patterns		
type_definition		title	dcterms:title						long name						A concise human-readable display label for the element. The title should mirror the name, and should use ordinary textual punctuation.	element				BasicSubset								string		3.0						
type_definition		todos													Outstanding issues that needs resolution	element				BasicSubset						True		string								
type_definition		type_uri						uri				uri is typically drawn from the set of URI's defined in OWL (https://www.w3.org/TR/2012/REC-owl2-syntax-20121211/#Datatype_Maps)|every root type must have a type uri			The uri that defines the possible values for the type definition	type_definition				SpecificationSubset|BasicSubset	True							uriorcurie		2.0						
type_definition		typeof										"the target type definition of the typeof slot is referred to as the ""parent type""|the type definition containing the typeof slot is referred to as the ""child type""|type definitions without a typeof slot are referred to as a ""root type"""			A parent type from which type properties are inherited	type_definition				SpecificationSubset|BasicSubset								type_definition		7.0						
type_definition		union_of													indicates that the domain element consists exactly of the members of the element in the range.	element				SpecificationSubset|OwlProfile						True	this only applies in the OWL generation	type_definition								
type_definition		unit	qudt:unit												an encoding of a unit													UnitOfMeasure								
type_expression		all_of			sh:and										holds if all of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		107.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
type_expression		any_of			sh:or										holds if at least one of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		101.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
type_expression		equals_number													the slot must have range of a number and the value of the slot must equal the specified value						True		list_value_specification_constant					integer								unstable
type_expression		equals_string													the slot must have range string and the value of the slot must equal the specified value					SpecificationSubset	True		list_value_specification_constant					string								
type_expression		equals_string_in													the slot must have range string and the value of the slot must equal one of the specified values					SpecificationSubset	True		list_value_specification_constant			True		string								testing
type_expression		exactly_one_of			sh:xone										holds if only one of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		103.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
type_expression		implicit_prefix													Causes the slot value to be interpreted as a uriorcurie after prefixing with this string	slot_expression				SpecificationSubset								string								testing
type_expression		maximum_value							high value						For ordinal ranges, the value must be equal to or lower than this	slot_definition				SpecificationSubset|BasicSubset	True						"Range to be refined to an ""Ordinal"" metaclass - see https://github.com/linkml/linkml/issues/1384#issuecomment-1892721142"	Anything								
type_expression		minimum_value							low value						For ordinal ranges, the value must be equal to or higher than this	slot_definition				SpecificationSubset|BasicSubset	True						"Range to be refined to an ""Ordinal"" metaclass - see https://github.com/linkml/linkml/issues/1384#issuecomment-1892721142"	Anything								
type_expression		none_of			sh:not										holds if none of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		105.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
type_expression		pattern													the string value of the slot must conform to this regular expression expressed in the string	definition				SpecificationSubset|BasicSubset	True							string		35.0						
type_expression		structured_pattern													the string value of the slot must conform to the regular expression in the pattern expression	definition				SpecificationSubset	True							pattern_expression						https://linkml.io/linkml/schemas/constraints.html#structured-patterns		
type_expression		unit	qudt:unit												an encoding of a unit													UnitOfMeasure								
