projectGoldId	sequencingStrategy	projectStatus	studyGoldId	biosampleGoldId	ncbiBioProjectAccession	ncbiBioSampleAccession	sraExperimentIds
Gp0619536	Targeted Gene Survey	incomplete	Gs0154244	Gb0315489	PRJEB42019	SAMEA7723585	ERX4807259|ERX4805240|ERX4803574
Gp0619731	Targeted Gene Survey	incomplete	Gs0154244	Gb0315528	PRJEB42019	SAMEA7723831	ERX4804021|ERX4807647|ERX4807839|ERX4805466
Gp0620103	Targeted Gene Survey	incomplete	Gs0154244	Gb0315580	PRJEB42019	SAMEA7724388	ERX4805897
Gp0620154	Targeted Gene Survey	incomplete	Gs0154244	Gb0315631	PRJEB42019	SAMEA7724444	ERX4806861
Gp0618855	Metagenome	Permanent Draft	Gs0154244	Gb0315761	PRJEB42019	SAMEA7723602	ERX4812878|ERX4811030|ERX4813665|ERX4812310
Gp0619553	Targeted Gene Survey	incomplete	Gs0154244	Gb0315761	PRJEB42019	SAMEA7723602	ERX4806696|ERX4805262|ERX4809670|ERX4805503|ERX4807278|ERX4803596|ERX4804058
Gp0618869	Metagenome	Permanent Draft	Gs0154244	Gb0315775	PRJEB42019	SAMEA7723909	ERX4813804|ERX4813017|ERX4811143|ERX4812422
Gp0619802	Targeted Gene Survey	incomplete	Gs0154244	Gb0315775	PRJEB42019	SAMEA7723909	ERX4807768|ERX4806009|ERX4805601|ERX4806975|ERX4804158|ERX4804950
Gp0620132	Targeted Gene Survey	incomplete	Gs0154244	Gb0315609	PRJEB42019	SAMEA7724422	ERX4806669
Gp0620141	Targeted Gene Survey	incomplete	Gs0154244	Gb0315618	PRJEB42019	SAMEA7724431	ERX4806678
Gp0618742	Metagenome	Permanent Draft	Gs0154244	Gb0315648	PRJEB42019	SAMEA7723503	ERX4814098|ERX4812591|ERX4811312|ERX4813311
Gp0619454	Targeted Gene Survey	incomplete	Gs0154244	Gb0315648	PRJEB42019	SAMEA7723503	ERX4806598|ERX4807105|ERX4809715|ERX4804272|ERX4803492|ERX4803924|ERX4806140|ERX4805716|ERX4805081|ERX4807555
Gp0618763	Metagenome	Permanent Draft	Gs0154244	Gb0315669	PRJEB42019	SAMEA7723461	ERX4813220|ERX4814007|ERX4812524|ERX4811245
Gp0619414	Targeted Gene Survey	incomplete	Gs0154244	Gb0315669	PRJEB42019	SAMEA7723461	ERX4805036|ERX4807514|ERX4803450|ERX4807061|ERX4804680|ERX4806095|ERX4806557|ERX4803882
Gp0618785	Metagenome	Permanent Draft	Gs0154244	Gb0315691	PRJEB42019	SAMEA7723552	ERX4814361|ERX4812800|ERX4813574|ERX4811521
Gp0619503	Targeted Gene Survey	incomplete	Gs0154244	Gb0315691	PRJEB42019	SAMEA7723552	ERX4805421|ERX4807436|ERX4807604|ERX4804425|ERX4808013|ERX4803755|ERX4806646|ERX4803973|ERX4803541|ERX4806853|ERX4805863
Gp0618895	Metagenome	Permanent Draft	Gs0154244	Gb0315801	PRJEB42019	SAMEA7723689	ERX4813494|ERX4814281|ERX4812740|ERX4811461
Gp0619637	Targeted Gene Survey	incomplete	Gs0154244	Gb0315801	PRJEB42019	SAMEA7723689	ERX4803703|ERX4806803|ERX4807385|ERX4805369|ERX4805798|ERX4804358|ERX4809732
Gp0618912	Metagenome	Permanent Draft	Gs0154244	Gb0315818	PRJEB42019	SAMEA7723706	ERX4812767|ERX4813512|ERX4814299|ERX4811488
Gp0619654	Targeted Gene Survey	incomplete	Gs0154244	Gb0315818	PRJEB42019	SAMEA7723706	ERX4807402|ERX4805386|ERX4809736|ERX4805818|ERX4804380|ERX4803720|ERX4806820
Gp0619663	Targeted Gene Survey	incomplete	Gs0154244	Gb0315827	PRJEB42019	SAMEA7723715	ERX4803729|ERX4805395|ERX4806829|ERX4807411
Gp0618921	Metagenome	Permanent Draft	Gs0154244	Gb0315827	PRJEB42019	SAMEA7723715	ERX4814308|ERX4813521
Gp0618923	Metagenome	Permanent Draft	Gs0154244	Gb0315829	PRJEB42019	SAMEA7723717	ERX4813523|ERX4814310
Gp0619665	Targeted Gene Survey	incomplete	Gs0154244	Gb0315829	PRJEB42019	SAMEA7723717	ERX4807413|ERX4805397|ERX4803731|ERX4806831
Gp0619358	Targeted Gene Survey	incomplete	Gs0154244	Gb0315435	PRJEB42019	SAMEA7723389	ERX4805254|ERX4806486|ERX4807746|ERX4805484|ERX4807270|ERX4803810|ERX4803378|ERX4807443|ERX4804039|ERX4806689|ERX4803588
Gp0618529	Metagenome	Permanent Draft	Gs0154244	Gb0315435	PRJEB42019	SAMEA7723389	ERX4811007|ERX4812859|ERX4812287|ERX4813646
Gp0618848	Metagenome	Permanent Draft	Gs0154244	Gb0315754	PRJEB42019	SAMEA7723439	ERX4813805|ERX4811144|ERX4813018|ERX4812423
Gp0619399	Targeted Gene Survey	incomplete	Gs0154244	Gb0315754	PRJEB42019	SAMEA7723439	ERX4803608|ERX4807290|ERX4805274|ERX4809690|ERX4806708|ERX4803428|ERX4807492|ERX4805602|ERX4804159|ERX4806535|ERX4803860
Gp0619408	Targeted Gene Survey	incomplete	Gs0154244	Gb0315865	PRJEB42019	SAMEA7723455	ERX4806551|ERX4806033|ERX4804196|ERX4805639|ERX4807508|ERX4806999|ERX4803876|ERX4807695|ERX4803444|ERX4804974|ERX4807884
Gp0618959	Metagenome	Permanent Draft	Gs0154244	Gb0315865	PRJEB42019	SAMEA7723455	ERX4813836|ERX4811189|ERX4813049|ERX4814449|ERX4812468
Gp0618850	Metagenome	Permanent Draft	Gs0154244	Gb0315756	PRJEB42019	SAMEA7723441	ERX4813020|ERX4813807|ERX4812425|ERX4811146
Gp0619401	Targeted Gene Survey	incomplete	Gs0154244	Gb0315756	PRJEB42019	SAMEA7723441	ERX4803430|ERX4807876|ERX4803609|ERX4805275|ERX4807291|ERX4806709|ERX4804161|ERX4805604|ERX4807494|ERX4806537|ERX4803862|ERX4807687
Gp0619573	Targeted Gene Survey	incomplete	Gs0154244	Gb0315906	PRJEB42019	SAMEA7723625	ERX4807306|ERX4803624|ERX4804548|ERX4805290|ERX4806724
Gp0619000	Metagenome	Permanent Draft	Gs0154244	Gb0315906	PRJEB42019	SAMEA7723625	ERX4814471|ERX4813071|ERX4813858
Gp0619008	Metagenome	Permanent Draft	Gs0154244	Gb0315914	PRJEB42019	SAMEA7723633	ERX4813878|ERX4814491|ERX4813091
Gp0619581	Targeted Gene Survey	incomplete	Gs0154244	Gb0315914	PRJEB42019	SAMEA7723633	ERX4807314|ERX4805298|ERX4804568|ERX4803632|ERX4806732|ERX4806335
Gp0618917	Metagenome	Permanent Draft	Gs0154244	Gb0315823	PRJEB42019	SAMEA7723711	ERX4813517|ERX4814304
Gp0619659	Targeted Gene Survey	incomplete	Gs0154244	Gb0315823	PRJEB42019	SAMEA7723711	ERX4807407|ERX4803725|ERX4805391|ERX4806825
Gp0618955	Metagenome	Permanent Draft	Gs0154244	Gb0315861	PRJEB42019	SAMEA7723413	ERX4812935|ERX4811085|ERX4813722|ERX4812364|ERX4814443
Gp0619382	Targeted Gene Survey	incomplete	Gs0154244	Gb0315861	PRJEB42019	SAMEA7723413	ERX4806510|ERX4805561|ERX4804904|ERX4806929|ERX4803834|ERX4803402|ERX4804118|ERX4805964|ERX4807674|ERX4807863|ERX4807467
Gp0619054	Metagenome	incomplete	Gs0154244	Gb0315960	PRJEB42019	SAMEA7723975	ERX4814164|ERX4814565|ERX4813377
Gp0619857	Targeted Gene Survey	incomplete	Gs0154244	Gb0315960	PRJEB42019	SAMEA7723975	ERX4804288|ERX4806156|ERX4805097|ERX4805728|ERX4807707|ERX4807121|ERX4807896
Gp0619858	Targeted Gene Survey	incomplete	Gs0154244	Gb0315961	PRJEB42019	SAMEA7723976	ERX4807897|ERX4806157|ERX4805098|ERX4805729|ERX4807708|ERX4807122|ERX4804289
Gp0619055	Metagenome	Permanent Draft	Gs0154244	Gb0315961	PRJEB42019	SAMEA7723976	ERX4812638|ERX4814165|ERX4811359|ERX4814566|ERX4813378
Gp0618897	Metagenome	Permanent Draft	Gs0154244	Gb0315803	PRJEB42019	SAMEA7723691	ERX4814283|ERX4811463|ERX4813496|ERX4812742
Gp0619639	Targeted Gene Survey	incomplete	Gs0154244	Gb0315803	PRJEB42019	SAMEA7723691	ERX4803705|ERX4804360|ERX4805371|ERX4806805|ERX4807809|ERX4805800|ERX4807387
Gp0619999	Targeted Gene Survey	incomplete	Gs0154244	Gb0315991	PRJEB42019	SAMEA7724144	ERX4806321|ERX4804546
Gp0619085	Metagenome	incomplete	Gs0154244	Gb0315991	PRJEB42019	SAMEA7724144	ERX4813856|ERX4814469|ERX4813069
Gp0620008	Targeted Gene Survey	incomplete	Gs0154244	Gb0316000	PRJEB42019	SAMEA7724153	ERX4804561|ERX4806331
Gp0619094	Metagenome	Permanent Draft	Gs0154244	Gb0316000	PRJEB42019	SAMEA7724153	ERX4814484|ERX4813084|ERX4813871
Gp0619121	Metagenome	Permanent Draft	Gs0154244	Gb0316027	PRJEB42019	SAMEA7724180	ERX4813142|ERX4813929|ERX4814542
Gp0620035	Targeted Gene Survey	incomplete	Gs0154244	Gb0316027	PRJEB42019	SAMEA7724180	ERX4806366|ERX4806064|ERX4807030|ERX4804621|ERX4805005
Gp0618920	Metagenome	Permanent Draft	Gs0154244	Gb0315826	PRJEB42019	SAMEA7723714	ERX4814307|ERX4813520
Gp0619662	Targeted Gene Survey	incomplete	Gs0154244	Gb0315826	PRJEB42019	SAMEA7723714	ERX4803728|ERX4805394|ERX4806828|ERX4807410
Gp0618925	Metagenome	Permanent Draft	Gs0154244	Gb0315831	PRJEB42019	SAMEA7723719	ERX4813525|ERX4814312
Gp0619667	Targeted Gene Survey	incomplete	Gs0154244	Gb0315831	PRJEB42019	SAMEA7723719	ERX4805399|ERX4807415|ERX4803733|ERX4806833
Gp0619688	Targeted Gene Survey	incomplete	Gs0154244	Gb0315693	PRJEB42019	SAMEA7723740	ERX4807437|ERX4809747|ERX4803756|ERX4804426|ERX4806854|ERX4805864|ERX4805422
Gp0618787	Metagenome	Permanent Draft	Gs0154244	Gb0315693	PRJEB42019	SAMEA7723740	ERX4814362|ERX4812801|ERX4811522|ERX4813575
Gp0618788	Metagenome	Permanent Draft	Gs0154244	Gb0315694	PRJEB42019	SAMEA7723741	ERX4811529|ERX4814371|ERX4812808|ERX4813584
Gp0619689	Targeted Gene Survey	incomplete	Gs0154244	Gb0315694	PRJEB42019	SAMEA7723741	ERX4807920|ERX4807438|ERX4803757|ERX4806855|ERX4804435|ERX4805423|ERX4805873|ERX4807731
Gp0619398	Targeted Gene Survey	incomplete	Gs0154244	Gb0315753	PRJEB42019	SAMEA7723438	ERX4804155|ERX4803859|ERX4804948|ERX4807957|ERX4803427|ERX4806007|ERX4806534|ERX4806973|ERX4805598
Gp0618847	Metagenome	Permanent Draft	Gs0154244	Gb0315753	PRJEB42019	SAMEA7723438	ERX4813801|ERX4811140|ERX4812419|ERX4813014
Gp0618781	Metagenome	Permanent Draft	Gs0154244	Gb0315687	PRJEB42019	SAMEA7723469	ERX4812539|ERX4814023|ERX4811260|ERX4813236
Gp0619422	Targeted Gene Survey	incomplete	Gs0154244	Gb0315687	PRJEB42019	SAMEA7723469	ERX4806565|ERX4803890|ERX4807073|ERX4806405|ERX4803458|ERX4806107|ERX4804696|ERX4807522|ERX4805048
Gp0619712	Targeted Gene Survey	incomplete	Gs0154244	Gb0315509	PRJEB42019	SAMEA7723812	ERX4804002|ERX4807927|ERX4805447
Gp0619717	Targeted Gene Survey	incomplete	Gs0154244	Gb0315514	PRJEB42019	SAMEA7723817	ERX4805452|ERX4807928|ERX4804007
Gp0619720	Targeted Gene Survey	incomplete	Gs0154244	Gb0315517	PRJEB42019	SAMEA7723820	ERX4804010|ERX4807740|ERX4805455
Gp0619724	Targeted Gene Survey	incomplete	Gs0154244	Gb0315521	PRJEB42019	SAMEA7723824	ERX4805459|ERX4804014|ERX4809765
Gp0619498	Targeted Gene Survey	incomplete	Gs0154244	Gb0315451	PRJEB42019	SAMEA7723547	ERX4806642|ERX4807435|ERX4805420|ERX4803968|ERX4803536|ERX4803754|ERX4804415|ERX4805853|ERX4809843|ERX4807599|ERX4806852
Gp0618545	Metagenome	incomplete	Gs0154244	Gb0315451	PRJEB42019	SAMEA7723547	ERX4814351|ERX4811513|ERX4812792|ERX4813564
Gp0619526	Targeted Gene Survey	incomplete	Gs0154244	Gb0315479	PRJEB42019	SAMEA7723575	ERX4805230|ERX4807250|ERX4803564
Gp0619742	Targeted Gene Survey	incomplete	Gs0154244	Gb0315539	PRJEB42019	SAMEA7723842	ERX4804032|ERX4807745|ERX4805477
Gp0619834	Targeted Gene Survey	incomplete	Gs0154244	Gb0316045	PRJEB42019	SAMEA7723952	ERX4804232|ERX4805674|ERX4809803
Gp0618511	Metagenome	Permanent Draft	Gs0154244	Gb0315417	PRJEB42019	SAMEA7723443	ERX4813030|ERX4813817|ERX4811163|ERX4812442
Gp0619403	Targeted Gene Survey	incomplete	Gs0154244	Gb0315417	PRJEB42019	SAMEA7723443	ERX4805277|ERX4807879|ERX4804174|ERX4807293|ERX4807690|ERX4805617|ERX4806539|ERX4803611|ERX4803864|ERX4807496|ERX4806711|ERX4803432
Gp0619521	Targeted Gene Survey	incomplete	Gs0154244	Gb0315474	PRJEB42019	SAMEA7723570	ERX4803559|ERX4805225|ERX4807247
Gp0619530	Targeted Gene Survey	incomplete	Gs0154244	Gb0315483	PRJEB42019	SAMEA7723579	ERX4805234|ERX4803568|ERX4807254
Gp0619576	Targeted Gene Survey	incomplete	Gs0154244	Gb0315909	PRJEB42019	SAMEA7723628	ERX4807309|ERX4803627|ERX4805293|ERX4806727|ERX4804557|ERX4806327
Gp0619003	Metagenome	Permanent Draft	Gs0154244	Gb0315909	PRJEB42019	SAMEA7723628	ERX4813867|ERX4814480|ERX4813080
Gp0619578	Targeted Gene Survey	incomplete	Gs0154244	Gb0315911	PRJEB42019	SAMEA7723630	ERX4804562|ERX4803629|ERX4805295|ERX4806729|ERX4807311
Gp0619005	Metagenome	Permanent Draft	Gs0154244	Gb0315911	PRJEB42019	SAMEA7723630	ERX4813085|ERX4814485|ERX4813872
Gp0618865	Metagenome	Permanent Draft	Gs0154244	Gb0315771	PRJEB42019	SAMEA7723854	ERX4811029|ERX4812877|ERX4812309|ERX4813664
Gp0619754	Targeted Gene Survey	incomplete	Gs0154244	Gb0315771	PRJEB42019	SAMEA7723854	ERX4806884|ERX4804057|ERX4807937|ERX4804859|ERX4805922|ERX4805502
Gp0619755	Targeted Gene Survey	incomplete	Gs0154244	Gb0315772	PRJEB42019	SAMEA7723855	ERX4804860|ERX4804060|ERX4805505|ERX4805923|ERX4807751|ERX4806885
Gp0618866	Metagenome	Permanent Draft	Gs0154244	Gb0315772	PRJEB42019	SAMEA7723855	ERX4813667|ERX4812880|ERX4811032|ERX4812312
Gp0619861	Targeted Gene Survey	incomplete	Gs0154244	Gb0315964	PRJEB42019	SAMEA7723979	ERX4807129|ERX4804297|ERX4806164|ERX4805737|ERX4805105|ERX4809820
Gp0619058	Metagenome	Permanent Draft	Gs0154244	Gb0315964	PRJEB42019	SAMEA7723979	ERX4812646|ERX4814173|ERX4814574|ERX4813386|ERX4811367
Gp0619547	Targeted Gene Survey	incomplete	Gs0154244	Gb0315500	PRJEB42019	SAMEA7723596	ERX4805251|ERX4803585
Gp0619548	Targeted Gene Survey	incomplete	Gs0154244	Gb0315501	PRJEB42019	SAMEA7723597	ERX4805252|ERX4803586|ERX4807269
Gp0619970	Targeted Gene Survey	incomplete	Gs0154244	Gb0315553	PRJEB42019	SAMEA7724088	ERX4804479
Gp0619971	Targeted Gene Survey	incomplete	Gs0154244	Gb0315554	PRJEB42019	SAMEA7724089	ERX4804480|ERX4806283
Gp0618661	Metagenome	incomplete	Gs0154244	Gb0315567	PRJEB42019	SAMEA7724358	ERX4812846|ERX4813633
Gp0620073	Targeted Gene Survey	incomplete	Gs0154244	Gb0315567	PRJEB42019	SAMEA7724358	ERX4804836
Gp0620102	Targeted Gene Survey	incomplete	Gs0154244	Gb0315579	PRJEB42019	SAMEA7724387	ERX4805896
Gp0619909	Targeted Gene Survey	incomplete	Gs0154244	Gb0315414	PRJEB42019	SAMEA7724027	ERX4804393|ERX4807728|ERX4807917|ERX4805831
Gp0619913	Targeted Gene Survey	incomplete	Gs0154244	Gb0315416	PRJEB42019	SAMEA7724031	ERX4804397|ERX4807817|ERX4805835
Gp0619995	Targeted Gene Survey	incomplete	Gs0154244	Gb0315987	PRJEB42019	SAMEA7724140	ERX4807008|ERX4806042|ERX4804539|ERX4806318|ERX4804983
Gp0619081	Metagenome	Permanent Draft	Gs0154244	Gb0315987	PRJEB42019	SAMEA7724140	ERX4813849|ERX4814462|ERX4813062
Gp0619100	Metagenome	Permanent Draft	Gs0154244	Gb0316006	PRJEB42019	SAMEA7724159	ERX4813097|ERX4814497|ERX4813884
Gp0620014	Targeted Gene Survey	incomplete	Gs0154244	Gb0316006	PRJEB42019	SAMEA7724159	ERX4806341|ERX4806044|ERX4807010|ERX4804985|ERX4804575
Gp0620018	Targeted Gene Survey	incomplete	Gs0154244	Gb0316010	PRJEB42019	SAMEA7724163	ERX4806048|ERX4804989|ERX4806349|ERX4807014|ERX4804589
Gp0619104	Metagenome	Permanent Draft	Gs0154244	Gb0316010	PRJEB42019	SAMEA7724163	ERX4813898|ERX4813111|ERX4814511
Gp0620039	Targeted Gene Survey	incomplete	Gs0154244	Gb0316031	PRJEB42019	SAMEA7724184	ERX4806068|ERX4806372|ERX4804628|ERX4805009|ERX4807034
Gp0619125	Metagenome	Permanent Draft	Gs0154244	Gb0316031	PRJEB42019	SAMEA7724184	ERX4814549|ERX4813936|ERX4813149
Gp0619958	Targeted Gene Survey	incomplete	Gs0154244	Gb0315541	PRJEB42019	SAMEA7724076	ERX4804467
Gp0620082	Targeted Gene Survey	incomplete	Gs0154244	Gb0315576	PRJEB42019	SAMEA7724367	ERX4804845
Gp0618670	Metagenome	incomplete	Gs0154244	Gb0315576	PRJEB42019	SAMEA7724367	ERX4812855|ERX4813642
Gp0620104	Targeted Gene Survey	incomplete	Gs0154244	Gb0315581	PRJEB42019	SAMEA7724389	ERX4805898
Gp0620115	Targeted Gene Survey	incomplete	Gs0154244	Gb0315592	PRJEB42019	SAMEA7724400	ERX4805909
Gp0618557	Metagenome	Permanent Draft	Gs0154244	Gb0315463	PRJEB42019	SAMEA7724045	ERX4813571|ERX4811518|ERX4814358|ERX4812797
Gp0619927	Targeted Gene Survey	incomplete	Gs0154244	Gb0315463	PRJEB42019	SAMEA7724045	ERX4809746|ERX4806245|ERX4805860|ERX4805186|ERX4807209|ERX4804422
Gp0620127	Targeted Gene Survey	incomplete	Gs0154244	Gb0315604	PRJEB42019	SAMEA7724417	ERX4806664
Gp0620125	Targeted Gene Survey	incomplete	Gs0154244	Gb0315602	PRJEB42019	SAMEA7724415	ERX4806662
Gp0452565	Metagenome	Permanent Draft	Gs0154244	Gb0239939	PRJEB42019	SAMEA7724289	ERX4812616|ERX4813351|ERX4811337|ERX4814138
Gp0619301	Targeted Gene Survey	incomplete	Gs0154244	Gb0239939	PRJEB42019	SAMEA7724289	ERX4804761|ERX4806443
Gp0619193	Targeted Gene Survey	incomplete	Gs0154244	Gb0239956	PRJEB42019	SAMEA7724110	ERX4806298|ERX4804505
Gp0452582	Metagenome	Permanent Draft	Gs0154244	Gb0239956	PRJEB42019	SAMEA7724110	ERX4811129|ERX4812408|ERX4813771|ERX4812984
Gp0452575	Metagenome	Permanent Draft	Gs0154244	Gb0239949	PRJEB42019	SAMEA7724127	ERX4813788|ERX4813001
Gp0619210	Targeted Gene Survey	incomplete	Gs0154244	Gb0239949	PRJEB42019	SAMEA7724127	ERX4804522
Gp0452599	Metagenome	incomplete	Gs0154244	Gb0239973	PRJEB42019	SAMEA7724242	ERX4814075|ERX4813288
Gp0619254	Targeted Gene Survey	incomplete	Gs0154244	Gb0239973	PRJEB42019	SAMEA7724242	ERX4804714|ERX4806416
Gp0452618	Metagenome	incomplete	Gs0154244	Gb0239992	PRJEB42019	SAMEA7724260	ERX4814109|ERX4813322
Gp0619272	Targeted Gene Survey	incomplete	Gs0154244	Gb0239992	PRJEB42019	SAMEA7724260	ERX4806430|ERX4804732
Gp0619175	Targeted Gene Survey	incomplete	Gs0154244	Gb0240078	PRJEB42019	SAMEA7723924	ERX4806021|ERX4809793|ERX4804181|ERX4805624|ERX4806987|ERX4804962
Gp0452704	Metagenome	Permanent Draft	Gs0154244	Gb0240078	PRJEB42019	SAMEA7723924	ERX4811174|ERX4812453|ERX4813821|ERX4813034
Gp0619207	Targeted Gene Survey	incomplete	Gs0154244	Gb0239946	PRJEB42019	SAMEA7724124	ERX4804519
Gp0452572	Metagenome	incomplete	Gs0154244	Gb0239946	PRJEB42019	SAMEA7724124	ERX4812998|ERX4813785
Gp0619209	Targeted Gene Survey	incomplete	Gs0154244	Gb0239948	PRJEB42019	SAMEA7724126	ERX4806305|ERX4804521
Gp0452574	Metagenome	Permanent Draft	Gs0154244	Gb0239948	PRJEB42019	SAMEA7724126	ERX4813000|ERX4813787
Gp0452576	Metagenome	Permanent Draft	Gs0154244	Gb0239950	PRJEB42019	SAMEA7724128	ERX4812416|ERX4813789|ERX4811137|ERX4813002
Gp0619211	Targeted Gene Survey	incomplete	Gs0154244	Gb0239950	PRJEB42019	SAMEA7724128	ERX4804523
Gp0619190	Targeted Gene Survey	incomplete	Gs0154244	Gb0239953	PRJEB42019	SAMEA7724107	ERX4806296|ERX4804502
Gp0452579	Metagenome	Permanent Draft	Gs0154244	Gb0239953	PRJEB42019	SAMEA7724107	ERX4812405|ERX4813768|ERX4812981|ERX4811126
Gp0452597	Metagenome	Permanent Draft	Gs0154244	Gb0239971	PRJEB42019	SAMEA7724240	ERX4813286|ERX4814073|ERX4812580|ERX4811301
Gp0619252	Targeted Gene Survey	incomplete	Gs0154244	Gb0239971	PRJEB42019	SAMEA7724240	ERX4804712
Gp0452604	Metagenome	incomplete	Gs0154244	Gb0239978	PRJEB42019	SAMEA7724247	ERX4813293|ERX4814080
Gp0619259	Targeted Gene Survey	incomplete	Gs0154244	Gb0239978	PRJEB42019	SAMEA7724247	ERX4804719|ERX4806420
Gp0619267	Targeted Gene Survey	incomplete	Gs0154244	Gb0239987	PRJEB42019	SAMEA7724255	ERX4804727|ERX4806427
Gp0452613	Metagenome	Permanent Draft	Gs0154244	Gb0239987	PRJEB42019	SAMEA7724255	ERX4814089|ERX4811308|ERX4813302|ERX4812587
Gp0619285	Targeted Gene Survey	incomplete	Gs0154244	Gb0240005	PRJEB42019	SAMEA7724273	ERX4804745
Gp0452631	Metagenome	Permanent Draft	Gs0154244	Gb0240005	PRJEB42019	SAMEA7724273	ERX4812604|ERX4814122|ERX4813335|ERX4811325
Gp0619321	Targeted Gene Survey	incomplete	Gs0154244	Gb0240023	PRJEB42019	SAMEA7724309	ERX4806455|ERX4804781
Gp0452649	Metagenome	Permanent Draft	Gs0154244	Gb0240023	PRJEB42019	SAMEA7724309	ERX4814220|ERX4812691|ERX4811412|ERX4813433
Gp0619333	Targeted Gene Survey	incomplete	Gs0154244	Gb0240035	PRJEB42019	SAMEA7724321	ERX4804793
Gp0452661	Metagenome	Permanent Draft	Gs0154244	Gb0240035	PRJEB42019	SAMEA7724321	ERX4812702|ERX4814232|ERX4813445|ERX4811423
Gp0452690	Metagenome	Permanent Draft	Gs0154244	Gb0240064	PRJEB42019	SAMEA7724203	ERX4813173|ERX4812482|ERX4811203|ERX4813960
Gp0619220	Targeted Gene Survey	incomplete	Gs0154244	Gb0240064	PRJEB42019	SAMEA7724203	ERX4806384|ERX4804652
Gp0452693	Metagenome	Permanent Draft	Gs0154244	Gb0240067	PRJEB42019	SAMEA7724206	ERX4811206|ERX4813176|ERX4813963|ERX4812485
Gp0619223	Targeted Gene Survey	incomplete	Gs0154244	Gb0240067	PRJEB42019	SAMEA7724206	ERX4804655
Gp0452702	Metagenome	Permanent Draft	Gs0154244	Gb0240076	PRJEB42019	SAMEA7723445	ERX4813032|ERX4813819|ERX4811172|ERX4812451
Gp0619156	Targeted Gene Survey	incomplete	Gs0154244	Gb0240076	PRJEB42019	SAMEA7723445	ERX4806541|ERX4806020|ERX4803866|ERX4809695|ERX4807771|ERX4803434|ERX4806986|ERX4807498|ERX4805622|ERX4804179|ERX4804961
Gp0619160	Targeted Gene Survey	incomplete	Gs0154244	Gb0240081	PRJEB42019	SAMEA7723449	ERX4804188|ERX4806025|ERX4807502|ERX4803870|ERX4806991|ERX4804966|ERX4803438|ERX4809698|ERX4806545|ERX4805631
Gp0452707	Metagenome	Permanent Draft	Gs0154244	Gb0240081	PRJEB42019	SAMEA7723449	ERX4811181|ERX4813041|ERX4813828|ERX4812460
Gp0452718	Metagenome	Permanent Draft	Gs0154244	Gb0240092	PRJEB42019	SAMEA7724226	ERX4813196|ERX4811222|ERX4812501|ERX4813983
Gp0619243	Targeted Gene Survey	incomplete	Gs0154244	Gb0240092	PRJEB42019	SAMEA7724226	ERX4806398|ERX4804675
Gp0619233	Targeted Gene Survey	incomplete	Gs0154244	Gb0240095	PRJEB42019	SAMEA7724216	ERX4806391|ERX4804665
Gp0452721	Metagenome	Permanent Draft	Gs0154244	Gb0240095	PRJEB42019	SAMEA7724216	ERX4813186|ERX4811216|ERX4813973|ERX4812495
Gp0619236	Targeted Gene Survey	incomplete	Gs0154244	Gb0240098	PRJEB42019	SAMEA7724219	ERX4804668
Gp0452724	Metagenome	incomplete	Gs0154244	Gb0240098	PRJEB42019	SAMEA7724219	ERX4813976|ERX4813189
Gp0452729	Metagenome	incomplete	Gs0154244	Gb0240103	PRJEB42019	SAMEA7727181	ERX4813791|ERX4813004
Gp0452748	Metagenome	Permanent Draft	Gs0154244	Gb0240122	PRJEB42019	SAMEA7723905	ERX4811119|ERX4813758|ERX4812971|ERX4812398
Gp0619172	Targeted Gene Survey	incomplete	Gs0154244	Gb0240122	PRJEB42019	SAMEA7723905	ERX4804937|ERX4805590|ERX4805997|ERX4804148|ERX4806962|ERX4809688
Gp0452546	Metagenome	Permanent Draft	Gs0154244	Gb0239920	PRJEB42019	SAMEA7724299	ERX4813361|ERX4812624|ERX4811345|ERX4814148
Gp0619311	Targeted Gene Survey	incomplete	Gs0154244	Gb0239920	PRJEB42019	SAMEA7724299	ERX4804771|ERX4806449
Gp0452555	Metagenome	Permanent Draft	Gs0154244	Gb0239929	PRJEB42019	SAMEA7723946	ERX4811272|ERX4812551
Gp0619181	Targeted Gene Survey	incomplete	Gs0154244	Gb0239929	PRJEB42019	SAMEA7723946	ERX4809802|ERX4805667|ERX4804224
Gp0619829	Targeted Gene Survey	incomplete	Gs0154244	Gb0297407	PRJEB42019	SAMEA7723941	ERX4809801|ERX4805660|ERX4804217
Gp0578352	Metagenome	incomplete	Gs0154244	Gb0297407	PRJEB42019	SAMEA7723941	ERX4812517|ERX4811238
Gp0619920	Targeted Gene Survey	incomplete	Gs0154244	Gb0297455	PRJEB42019	SAMEA7724038	ERX4804404|ERX4809742|ERX4805842
Gp0578400	Metagenome	incomplete	Gs0154244	Gb0297455	PRJEB42019	SAMEA7724038	ERX4811506|ERX4812785
Gp0619386	Targeted Gene Survey	incomplete	Gs0154244	Gb0297320	PRJEB42019	SAMEA7723417	ERX4804123|ERX4804909|ERX4803838|ERX4803406|ERX4805969|ERX4807471|ERX4806934|ERX4809684|ERX4806514|ERX4805567
Gp0577568	Metagenome	incomplete	Gs0154244	Gb0297320	PRJEB42019	SAMEA7723417	ERX4813728|ERX4811091|ERX4812370|ERX4812941
