Number	Item	Vote	Comments	Filename
3.5	Ethics	NA	No human/animal subjects or permits required as this describes a data portal.	gkab990.tsv
3.6	Environmental conditions & experimental treatments	Yes	Environmental conditions described for source samples (e.g., river sediments, subsurface shale reservoirs).	gkab990.tsv
3.7	Sample collection	Yes	References original studies (refs 36-38) that detail sample collection methods.	gkab990.tsv
3.8	Eligibility/selection criteria	Yes	States criteria for including studies - focused on FICUS Program projects between JGI and EMSL facilities.	gkab990.tsv
3.9	Analytic sample size	Yes	"Reports ""638 biosamples, 7 studies and 5 data types"" in Resource Content section."	gkab990.tsv
4.0	Storage & preservation	Yes	Describes data storage infrastructure and preservation in PostgreSQL database, MongoDB, use of containers.	gkab990.tsv
4.1	Shipping	NA	Not applicable as this describes a data portal rather than physical sample handling.	gkab990.tsv
4.2	Extraction methods	Yes	Methods for nucleic acid, protein, metabolite extraction described in detail for each data type.	gkab990.tsv
4.3	Experiments & sample processing	Yes	Detailed processing methods provided for each omics data type in Resource Content section.	gkab990.tsv
4.4	Library preparation	Yes	Sequencing library preparation described for metagenomes and metatranscriptomes.	gkab990.tsv
4.5	Depletion, enrichment, & multiplexing	Yes	Processing steps including ribosomal read filtering described for metatranscriptomes.	gkab990.tsv
4.6	Primer selection	Yes	Not directly specified but references relevant protocols and workflows.	gkab990.tsv
5.0	Positive controls	No	No mention of positive controls or standards used.	gkab990.tsv
5.1	Negative controls	No	No mention of negative controls used.	gkab990.tsv
6.0	Quantification & quality assessments	Yes	Quality control steps described for each data type including read QC, assembly quality, peptide FDR.	gkab990.tsv
6.1	Contaminant mitigation & identification	Yes	Quality control steps include filtering and contamination removal described in workflow sections.	gkab990.tsv
6.2	Replication	No	Replication strategies not explicitly discussed.	gkab990.tsv
6.3	Sequencing methods	Yes	Sequencing methods described including Illumina platform use, details on processing.	gkab990.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	Yes	Detailed methods provided for metabolomics (GC-MS), metaproteomics (LC-MS/MS), and natural organic matter characterization.	gkab990.tsv
6.5	Contextual & linked datasets	Yes	Describes integration with multiple databases and linking of multi-omics data types.	gkab990.tsv
6.6	Batch effects	No	Batch effects and their handling not discussed.	gkab990.tsv
7.0	Bioinformatics analyses	Yes	Detailed bioinformatics workflows described for each data type.	gkab990.tsv
7.1	Quality control	Yes	Quality control methods described for sequence data, protein identification, metabolite annotation.	gkab990.tsv
7.2	Normalization	Yes	Normalization approaches described for metaproteomics and metabolomics data.	gkab990.tsv
7.3	Database information	Yes	Specifies databases used including KEGG, MIxS, EnvO with versions.	gkab990.tsv
7.4	Statistical methods	No	Statistical analysis methods not explicitly described.	gkab990.tsv
7.5	Missing data	Yes	Discusses handling of missing metadata and data validation.	gkab990.tsv
7.6	Bias & confounding variables	No	Potential biases not explicitly discussed.	gkab990.tsv
7.7	Subgroup analysis	NA	Not applicable to this type of study.	gkab990.tsv
7.8	Sensitivity analyses	No	Sensitivity analyses not described.	gkab990.tsv
7.9	Criteria for significance	Yes	Describes criteria for data inclusion and quality thresholds.	gkab990.tsv
8.0	Metadata access	Yes	Detailed description of metadata standards, access and storage provided.	gkab990.tsv
8.1	Host data access (if applicable)	NA	No host data involved.	gkab990.tsv
8.2	Raw data access	Yes	Data access through NMDC Data Portal described with authentication requirements.	gkab990.tsv
8.3	Processed data access	Yes	Access to processed data products detailed through portal interface.	gkab990.tsv
8.4	Software & source code access	Yes	Code availability stated through GitHub repository.	gkab990.tsv
8.5	Reproducible research	Yes	Documentation and reproducibility features described including containerization.	gkab990.tsv
9.0	Descriptive data	Yes	Sample and data characteristics summarized in text and Table 1.	gkab990.tsv
10.0	Microbiome sequencing data	Yes	Results of sequence processing and analysis described for all data types.	gkab990.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	Results from metabolomics, proteomics analyses described.	gkab990.tsv
10.2	Statistical analyses	No	Statistical analysis results not presented.	gkab990.tsv
10.3	Figures, tables, & captions	Yes	Contains detailed figures and tables with clear captions explaining results.	gkab990.tsv
11.0	Key results	Yes	Key features and capabilities of data portal summarized.	gkab990.tsv
11.1	Interpretation	Yes	Discusses significance and utility of the data portal.	gkab990.tsv
11.2	Limitations	Yes	Current limitations and future development needs discussed.	gkab990.tsv
11.3	Generalizability	Yes	Discusses broad applicability for microbiome research community.	gkab990.tsv
12.0	Ongoing & future work	Yes	Future directions detailed in dedicated section.	gkab990.tsv
13.0	Conclusions	Yes	Overall conclusions provided about portal's utility.	gkab990.tsv
14.0	Acknowledgements	Yes	Includes acknowledgements section thanking contributors.	gkab990.tsv
14.1	Funding	Yes	Funding sources and grant numbers provided.	gkab990.tsv
15.0	Conflicts of interest	Yes	"States ""None declared."""	gkab990.tsv
16.0	Supplementary data & files	Yes	Supplementary materials referenced including user guide.	gkab990.tsv
17.0	Sample & data availability	Yes	Data portal URL and GitHub repository provided.	gkab990.tsv
18.0	AI usage	No	No mention of AI usage in manuscript preparation or analysis.	gkab990.tsv
1.0	Structured or unstructured abstract	Yes	Contains unstructured abstract with background, methods, results and significance (pg. 1)	sciadv.adg7888.tsv
1.1	Study design	Yes	States hydroponic growth experiment design and timeframes in abstract and Fig 1B	sciadv.adg7888.tsv
1.2	Environmental & sample information	Yes	Details EcoFAB 2.0 hydroponic system and B. distachyon samples	sciadv.adg7888.tsv
1.3	Host information (if applicable)	Yes	B. distachyon Bd21-3 strain specified with removed lemma 	sciadv.adg7888.tsv
1.4	Experiments & omics methods	Yes	Describes LC-MS/MS metabolomics, bacterial growth assays (pg. 1)	sciadv.adg7888.tsv
1.5	Analyses & results	Yes	Reports key findings on nitrogen effects on exudation (pg. 1)	sciadv.adg7888.tsv
2.0	Background & rationale	Yes	Extensive introduction with citations on nitrogen effects and plant exudation (pg. 1-2)	sciadv.adg7888.tsv
2.1	Hypotheses or questions	Yes	"Clear hypothesis stated on pg. 2: ""iN form and starvation will change plant exudate profile"""	sciadv.adg7888.tsv
3.0	Study design	Yes	Detailed experimental design with replication and controls described (pg. 2, Fig 1B)	sciadv.adg7888.tsv
3.1	Samples	Yes	Sample collection and processing detailed in Methods (pg. 2-3)	sciadv.adg7888.tsv
3.2	Environmental context & geographic location	Yes	Laboratory conditions specified including light, temperature (pg. 2)	sciadv.adg7888.tsv
3.3	Relevant dates	No	Experimental timeline given but calendar dates not provided	sciadv.adg7888.tsv
3.4	Host(s) (if applicable)	Yes	Host plant B. distachyon Bd21-3 characteristics described (pg. 1)	sciadv.adg7888.tsv
3.5	Ethics	NA	Not required for plant research	sciadv.adg7888.tsv
3.6	Environmental conditions & experimental treatments	Yes	Growth conditions and N treatments fully detailed (pg. 2-3)	sciadv.adg7888.tsv
3.7	Sample collection	Yes	Comprehensive sampling protocols provided (pg. 3-4)	sciadv.adg7888.tsv
3.8	Eligibility/selection criteria	Yes	Sample inclusion criteria described in Methods	sciadv.adg7888.tsv
3.9	Analytic sample size	Yes	States 5 biological replicates per treatment group (pg. 2)	sciadv.adg7888.tsv
4.0	Storage & preservation	Yes	Sample preservation methods described in Methods (pg. 3)	sciadv.adg7888.tsv
4.1	Shipping	NA	Not applicable - lab-based study	sciadv.adg7888.tsv
4.2	Extraction methods	Yes	DNA/metabolite extraction methods detailed (pg. 4)	sciadv.adg7888.tsv
4.3	Experiments & sample processing	Yes	Sample handling and analysis protocols provided (pg. 3-4)	sciadv.adg7888.tsv
4.4	Library preparation	NA	Not applicable - metabolomics study	sciadv.adg7888.tsv
4.5	Depletion, enrichment, & multiplexing	NA	Not applicable - metabolomics study  	sciadv.adg7888.tsv
4.6	Primer selection	NA	Not applicable - metabolomics study	sciadv.adg7888.tsv
5.0	Positive controls	Yes	Technical controls included (pg. 2)	sciadv.adg7888.tsv
5.1	Negative controls	Yes	Extraction controls described (pg. 4)	sciadv.adg7888.tsv
6.0	Quantification & quality assessments	Yes	Quality control parameters detailed (pg. 4)	sciadv.adg7888.tsv
6.1	Contaminant mitigation & identification	Yes	Contaminant filtering described (pg. 4)	sciadv.adg7888.tsv
6.2	Replication	Yes	5 biological replicates per treatment specified (pg. 2)	sciadv.adg7888.tsv
6.3	Sequencing methods	NA	Not applicable - metabolomics study	sciadv.adg7888.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	Yes	Detailed LC-MS/MS methods provided (pg. 4)	sciadv.adg7888.tsv
6.5	Contextual & linked datasets	Yes	Associated data and code availability stated (pg. 14)	sciadv.adg7888.tsv
6.6	Batch effects	Yes	Discusses technical variability (pg. 8)	sciadv.adg7888.tsv
7.0	Bioinformatics analyses	Yes	Data analysis methods detailed (pg. 4-5)	sciadv.adg7888.tsv
7.1	Quality control	Yes	QC filtering described (pg. 4)	sciadv.adg7888.tsv
7.2	Normalization	Yes	Data normalization methods described (pg. 4)	sciadv.adg7888.tsv
7.3	Database information	Yes	GNPS and other databases specified (pg. 4)	sciadv.adg7888.tsv
7.4	Statistical methods	Yes	Statistical analyses detailed (pg. 4-5)	sciadv.adg7888.tsv
7.5	Missing data	Yes	Handling of missing data addressed (pg. 8)	sciadv.adg7888.tsv
7.6	Bias & confounding variables	Yes	Technical variability discussed (pg. 8)	sciadv.adg7888.tsv
7.7	Subgroup analysis	NA	Not applicable to study design	sciadv.adg7888.tsv
7.8	Sensitivity analyses	No	No explicit sensitivity analyses reported	sciadv.adg7888.tsv
7.9	Criteria for significance	Yes	Statistical significance criteria specified (p. 4)	sciadv.adg7888.tsv
8.0	Metadata access	Yes	Data availability statements provided (p. 14)	sciadv.adg7888.tsv
8.1	Host data access (if applicable)	Yes	Phenotype data availability stated (p. 14) 	sciadv.adg7888.tsv
8.2	Raw data access	Yes	MS data availability in MassIVE specified (p. 14)	sciadv.adg7888.tsv
8.3	Processed data access	Yes	Processed data availability stated (p. 14)	sciadv.adg7888.tsv
8.4	Software & source code access	Yes	Code availability on GitHub detailed (p. 14)	sciadv.adg7888.tsv
8.5	Reproducible research	Yes	Reproducibility information provided (p. 14)	sciadv.adg7888.tsv
9.0	Descriptive data	Yes	Sample characteristics described (pg. 2-3)	sciadv.adg7888.tsv
10.0	Microbiome sequencing data	NA	Not applicable - metabolomics study	sciadv.adg7888.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	Metabolomics results reported (pg. 4-6)	sciadv.adg7888.tsv
10.2	Statistical analyses	Yes	Statistical results presented throughout	sciadv.adg7888.tsv
10.3	Figures, tables, & captions	Yes	Clear figures with detailed captions provided	sciadv.adg7888.tsv
11.0	Key results	Yes	Key findings summarized (pg. 8-9)	sciadv.adg7888.tsv
11.1	Interpretation	Yes	Results interpreted in context (pg. 8-9)	sciadv.adg7888.tsv
11.2	Limitations	Yes	Study limitations discussed (pg. 9)	sciadv.adg7888.tsv
11.3	Generalizability	Yes	Result generalizability discussed (pg. 9)	sciadv.adg7888.tsv
12.0	Ongoing & future work	Yes	Future directions outlined (pg. 9)	sciadv.adg7888.tsv
13.0	Conclusions	Yes	Clear conclusions presented (pg. 10)	sciadv.adg7888.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgements provided (pg. 14)	sciadv.adg7888.tsv
14.1	Funding	Yes	Funding sources listed (pg. 14)	sciadv.adg7888.tsv
15.0	Conflicts of interest	Yes	COI statement included (pg. 14)	sciadv.adg7888.tsv
16.0	Supplementary data & files	Yes	Supplementary materials described (pg. 14)	sciadv.adg7888.tsv
17.0	Sample & data availability	Yes	Comprehensive data availability statement (pg. 14)	sciadv.adg7888.tsv
18.0	AI usage	No	No statement about AI usage provided	sciadv.adg7888.tsv
1.0	Structured or unstructured abstract	Yes	Unstructured abstract present, includes all recommended sections (background, methods, results, conclusions)	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.1	Study design	Yes	Study design described in abstract - analysis of bacterial isolate genomes and metagenome samples	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.2	Environmental & sample information	Yes	Specific source described as Populus root microbiome, both rhizosphere and endosphere samples	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.3	Host information (if applicable)	Yes	Host identified as Populus deltoides and Populus trichocarpa, mentions 339 bacterial isolates	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.4	Experiments & omics methods	Yes	Abstract mentions genome sequencing and bioinformatics analysis approaches	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.5	Analyses & results	Yes	Abstract describes key findings about BGC diversity and uniqueness	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
2.0	Background & rationale	Yes	Introduction provides thorough background on plant microbiomes and natural products with appropriate citations	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
2.1	Hypotheses or questions	Yes	Research objectives clearly stated - to analyze biosynthetic potential of Populus microbiome	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.0	Study design	Yes	Both observational and experimental components described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.1	Samples	Yes	Sample types and collection methods detailed in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.2	Environmental context & geographic location	Yes	Geographic coordinates provided for sampling locations in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.3	Relevant dates	Yes	Collection dates (August 2014) provided in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.4	Host(s) (if applicable)	Yes	Host species details provided, including both P. deltoides and P. trichocarpa	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.5	Ethics	NA	Not applicable for environmental samples from plants	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.6	Environmental conditions & experimental treatments	Yes	Field and laboratory conditions described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.7	Sample collection	Yes	Detailed collection protocols provided in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.8	Eligibility/selection criteria	Yes	Criteria for isolate selection described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
3.9	Analytic sample size	Yes	339 bacterial strains analyzed, with numbers broken down by type	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.0	Storage & preservation	Yes	Sample storage and preservation methods described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.1	Shipping	NA	Not mentioned but likely not relevant	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.2	Extraction methods	Yes	DNA extraction methods described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.3	Experiments & sample processing	Yes	Processing methods detailed in Methods including sequencing	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.4	Library preparation	Yes	Sequencing library preparation mentioned in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.5	Depletion, enrichment, & multiplexing	NA	Not applicable for this study type	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
4.6	Primer selection	NA	Not applicable for whole genome sequencing	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
5.0	Positive controls	No	No mention of positive controls	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
5.1	Negative controls	No	No mention of negative controls	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.0	Quantification & quality assessments	Yes	Quality assessment methods described in Methods and Results	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.1	Contaminant mitigation & identification	No	Not explicitly discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.2	Replication	No	Replication strategy not clearly described	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.3	Sequencing methods	Yes	Sequencing methods and platforms described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	NA	Not applicable - study focused on genomics only	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.5	Contextual & linked datasets	Yes	Links to sequence data provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
6.6	Batch effects	No	Not discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.0	Bioinformatics analyses	Yes	Detailed description of bioinformatics methods and tools used	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.1	Quality control	Yes	Quality control steps described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.2	Normalization	Yes	Data normalization approaches described	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.3	Database information	Yes	Database versions and parameters provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.4	Statistical methods	Yes	Statistical methods described in Methods	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.5	Missing data	No	Not discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.6	Bias & confounding variables	No	Not explicitly discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.7	Subgroup analysis	Yes	Subgroup analyses described for different bacterial groups	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.8	Sensitivity analyses	No	Not discussed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
7.9	Criteria for significance	Yes	Significance criteria described for analyses	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.0	Metadata access	Yes	Data accessibility information provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.1	Host data access (if applicable)	Yes	Host data access information provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.2	Raw data access	Yes	Raw data access information provided with accession numbers	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.3	Processed data access	Yes	Processed data access information provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.4	Software & source code access	Yes	Software tools and versions listed	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
8.5	Reproducible research	No	No explicit reproducibility statement	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
9.0	Descriptive data	Yes	Characteristics of samples and experiments summarized in Results section and Table 1	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
10.0	Microbiome sequencing data	Yes	Comprehensive reporting of sequencing results and analyses in Results section	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
10.1	Metabolomics, proteomics, & other omics data	NA	Study focused only on genomic data	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
10.2	Statistical analyses	Yes	Statistical analysis results reported throughout Results section	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
10.3	Figures, tables, & captions	Yes	Clear figures and tables with detailed captions provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
11.0	Key results	Yes	Key findings summarized in Discussion	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
11.1	Interpretation	Yes	Results interpreted in context of objectives and prior research	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
11.2	Limitations	Yes	Limitations discussed in Discussion section	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
11.3	Generalizability	Yes	Generalizability of findings discussed in Discussion	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
12.0	Ongoing & future work	Yes	Future research directions discussed in Discussion	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
13.0	Conclusions	Yes	Clear conclusions provided	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgements section included	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
14.1	Funding	Yes	Funding sources and roles detailed in Acknowledgements	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
15.0	Conflicts of interest	No	No explicit conflicts of interest statement	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
16.0	Supplementary data & files	Yes	Supplementary materials referenced and described	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
17.0	Sample & data availability	Yes	Detailed data availability statement provided with accession numbers	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
18.0	AI usage	NA	Article published in 2018, before AI usage reporting requirements	blair-et-al-2018-exploration-of-the-biosynthetic-potential-of-the-populus-microbiome.tsv
1.0	Structured or unstructured abstract	Yes	Contains unstructured abstract with background, methods and purpose of data, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
1.1	Study design	Yes	Abstract and methods describe experimental setup with two biocrust types and timed sampling after wetting, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
1.2	Environmental & sample information	Yes	Describes biocrust samples from Mojave Desert Sheephole Valley Wilderness, including GPS coordinates, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
1.3	Host information (if applicable)	NA	No host organism - study focuses on microbial communities	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
1.4	Experiments & omics methods	Yes	Details RNA extraction, rRNA depletion, library prep and NovaSeq sequencing methods, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
1.5	Analyses & results	Yes	Reports sequencing stats, assembly results and coverage metrics in text and Table 1, pp.1-2	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
2.0	Background & rationale	Yes	Introduces importance of biological soil crusts and their responses to wetting, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
2.1	Hypotheses or questions	Yes	States aim to understand gene expression patterns after reactivation by water, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.0	Study design	Yes	Details sampling strategy, wetting treatment, and time points for collection, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.1	Samples	Yes	Describes 5 cm² biocrust samples and collection location, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.2	Environmental context & geographic location	Yes	Provides specific GPS coordinates (34.1736 N, 115.3888 W) and location name, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.3	Relevant dates	No	Collection and experiment dates not provided	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.4	Host(s) (if applicable)	NA	No host organism studied	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.5	Ethics	Yes	Mentions BLM permitting in acknowledgments, p.3	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.6	Environmental conditions & experimental treatments	Yes	Describes ambient lab conditions and wetting treatment protocol, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.7	Sample collection	Yes	Details sample transfer and storage methods after collection, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.8	Eligibility/selection criteria	No	No explicit inclusion/exclusion criteria described	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
3.9	Analytic sample size	Yes	Reports 10 samples total with sizes specified, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
4.0	Storage & preservation	Yes	Reports storage at -80°C, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
4.1	Shipping	No	No shipping information provided	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
4.2	Extraction methods	Yes	Details RNA extraction kit and protocol, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
4.3	Experiments & sample processing	Yes	Describes rRNA depletion and library prep methods, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
4.4	Library preparation	Yes	Details cDNA synthesis and library preparation protocol, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
4.5	Depletion, enrichment, & multiplexing	Yes	Describes rRNA depletion methods and kits used, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
4.6	Primer selection	NA	Not applicable for RNA-seq library prep	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
5.0	Positive controls	No	No positive controls mentioned	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
5.1	Negative controls	No	No negative controls mentioned	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
6.0	Quantification & quality assessments	Yes	Reports qPCR quantification of libraries, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
6.1	Contaminant mitigation & identification	Yes	Describes read filtering and contaminant removal, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
6.2	Replication	No	Replication strategy not explicitly described	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
6.3	Sequencing methods	Yes	Details NovaSeq parameters and run recipe, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
