accession	Package.content	Package.display_name	Status.status	Status.when	access	id	last_update	publication_date	submission_date	owner_name	description	organism_name	taxonomy_id	taxonomy_name	elev	env_broad_scale	env_local_scale	env_package	env_medium	geo_loc_name	host_subject_id	investigation_type	project_name	sample_name	sample_type	samp_store_dur	samp_store_loc	samp_store_temp	diet	host_body_habitat	host_body_product	host_tissue_sampled	host_common_name	host	host_taxid	host_diet	host_life_stage	host_sex	cur_vegetation	ph	oxy_stat_samp	experimental_factor	soil_type	life_stage	sex	host_substrate	chem_administration	gravidity	host_age	host_last_meal	host_family_relationship	substrate	store_cond	density	diss_oxygen	fluor	host_disease	air_temp	drainage_class	cur_land_use	water_content	water_content_soil_meth	local_class	fao_class	link_climate_info	ph_meth	soil_text_measure	samp_vol_we_dna_ext	carb_nitro_ratio	slope_gradient	tot_nitro	tot_org_carb	annual_season_temp	flooding	soil_horizon	link_class_info	soil_texture_meth
SAMEA7724174	Generic.1.0	Generic	live	2020-12-20T10:31:05.798	public	17119203	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.206	EBI	Chernobyl vole feces mousseau.88.s076	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s076	stool								bank vole	Myodes glareolus	447135							radiation level											90 days -80C																								
SAMEA7724175	Generic.1.0	Generic	live	2020-12-20T10:32:40.575	public	17119204	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.253	EBI	Chernobyl vole feces mousseau.88.s078	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s078	stool								bank vole	Myodes glareolus	447135							radiation level											90 days -80C																								
SAMEA7724176	Generic.1.0	Generic	live	2020-12-20T10:31:41.091	public	17119205	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.300	EBI	Chernobyl vole feces mousseau.88.s079	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s079	stool								bank vole	Myodes glareolus	447135							radiation level											90 days -80C																								
SAMEA7724177	Generic.1.0	Generic	live	2020-12-20T10:32:07.948	public	17119206	2021-08-23T00:27:32.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.350	EBI	Chernobyl vole feces mousseau.88.s080	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s080	stool								bank vole	Myodes glareolus	447135							radiation level											90 days -80C																								
SAMEA7724178	Generic.1.0	Generic	live	2020-12-20T10:31:07.919	public	17119207	2021-08-23T00:27:32.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.380	EBI	Chernobyl vole feces mousseau.88.s084	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s084	stool								bank vole	Myodes glareolus	447135							radiation level						G 5pups					90 days -80C																								
SAMEA7724179	Generic.1.0	Generic	live	2020-12-20T10:32:36.978	public	17119208	2024-02-07T05:17:36.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.426	EBI	Chernobyl vole feces mousseau.88.s086	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s086	stool								bank vole	Myodes glareolus	447135							radiation level											90 days -80C																								
SAMEA7724180	Generic.1.0	Generic	live	2020-12-20T10:31:01.417	public	17119209	2021-08-23T00:27:32.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.473	EBI	Chernobyl vole feces mousseau.88.s090	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s090	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724181	Generic.1.0	Generic	live	2020-12-20T10:32:41.269	public	17119210	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.520	EBI	Chernobyl vole feces mousseau.88.s092	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s092	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724182	Generic.1.0	Generic	live	2020-12-20T10:32:06.478	public	17119211	2021-08-23T00:27:32.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.550	EBI	Chernobyl vole feces mousseau.88.s093	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s093	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724183	Generic.1.0	Generic	live	2020-12-20T10:31:07.217	public	17119212	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.600	EBI	Chernobyl vole feces mousseau.88.s096	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s096	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724184	Generic.1.0	Generic	live	2020-12-20T10:31:18.211	public	17119213	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.646	EBI	Chernobyl vole feces mousseau.88.s097	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s097	stool								bank vole	Myodes glareolus	447135							radiation level						G 5pups					90 days RT EtOH preserved																								
SAMEA7724185	Generic.1.0	Generic	live	2020-12-20T10:35:58.906	public	17119214	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.690	EBI	Chernobyl vole feces mousseau.88.s098	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s098	stool								bank vole	Myodes glareolus	447135							radiation level						G 6pups					90 days RT EtOH preserved																								
SAMEA7724186	Generic.1.0	Generic	live	2020-12-20T10:32:31.369	public	17119215	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.723	EBI	Chernobyl vole feces mousseau.88.s100	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s100	stool								bank vole	Myodes glareolus	447135							radiation level						G 3pups					90 days RT EtOH preserved																								
SAMEA7724187	Generic.1.0	Generic	live	2020-12-20T10:32:49.413	public	17119216	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.786	EBI	Chernobyl vole feces mousseau.88.s101	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s101	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724188	Generic.1.0	Generic	live	2020-12-20T10:32:03.525	public	17119217	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.816	EBI	Chernobyl vole feces mousseau.88.s102	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s102	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724189	Generic.1.0	Generic	live	2020-12-20T10:32:24.328	public	17119218	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.863	EBI	Chernobyl vole feces mousseau.88.s104	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s104	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724190	Generic.1.0	Generic	live	2020-12-20T10:32:25.738	public	17119219	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.910	EBI	Chernobyl vole feces mousseau.88.s106	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s106	stool								bank vole	Myodes glareolus	447135							radiation level						G 5pups					90 days RT EtOH preserved																								
SAMEA7724191	Generic.1.0	Generic	live	2020-12-20T10:41:44.980	public	17119220	2021-08-23T00:27:32.000	2020-12-17T00:00:00.000	2020-12-19T08:06:14.956	EBI	Chernobyl vole feces mousseau.88.s109	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s109	stool								bank vole	Myodes glareolus	447135							radiation level						G 7pups					90 days RT EtOH preserved																								
SAMEA7724192	Generic.1.0	Generic	live	2020-12-20T10:32:34.891	public	17119221	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.020	EBI	Chernobyl vole feces mousseau.88.s110	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s110	stool								bank vole	Myodes glareolus	447135							radiation level						G 9pups					90 days RT EtOH preserved																								
SAMEA7724193	Generic.1.0	Generic	live	2020-12-20T10:32:22.941	public	17119222	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.066	EBI	Chernobyl vole feces mousseau.88.s111	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s111	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724194	Generic.1.0	Generic	live	2020-12-20T10:32:27.109	public	17119223	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.113	EBI	Chernobyl vole feces mousseau.88.s112	gut metagenome	749906	gut metagenome	113.1	temperate mixed forest biome	host-associated habitat	host-associated	feces	Ukraine:City of Chernobyl			Chernobyl Microbiome project_LA	qiita_sid_13114:13114.mousseau.88.s112	stool								bank vole	Myodes glareolus	447135							radiation level											90 days RT EtOH preserved																								
SAMEA7724195	Generic.1.0	Generic	live	2020-12-20T10:30:52.759	public	17119224	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.160	EBI	soil sample 9.Myrold5.soil.1.CHDF1	soil metagenome	410658	soil metagenome	286	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Tillamook County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s001	soil														Douglas-fir			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	1.2109	gravimetric															
SAMEA7724196	Generic.1.0	Generic	live	2020-12-20T10:30:45.992	public	17119225	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.206	EBI	soil sample 9.Myrold5.soil.2.CHDF2	soil metagenome	410658	soil metagenome	311	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Tillamook County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s002	soil														Douglas-fir			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	0.9845	gravimetric															
SAMEA7724197	Generic.1.0	Generic	live	2020-12-20T10:31:17.497	public	17119226	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.253	EBI	soil sample 9.Myrold5.soil.3.CHDF3	soil metagenome	410658	soil metagenome	313	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Tillamook County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s003	soil														Douglas-fir			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	0.7961	gravimetric															
SAMEA7724198	Generic.1.0	Generic	live	2020-12-20T10:30:48.283	public	17119227	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.300	EBI	soil sample 8.Myrold5.soil.4.CHRA1	soil metagenome	410658	soil metagenome	313	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Tillamook County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s004	soil														Red alder			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	2.0964	gravimetric															
SAMEA7724199	Generic.1.0	Generic	live	2020-12-20T10:31:37.563	public	17119228	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.350	EBI	soil sample 9.Myrold5.soil.5.CHRA2	soil metagenome	410658	soil metagenome	305	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Tillamook County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s005	soil														Red alder			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	1.704	gravimetric															
SAMEA7724200	Generic.1.0	Generic	live	2020-12-20T10:30:51.981	public	17119229	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.396	EBI	soil sample 9.Myrold5.soil.6.CHRA3	soil metagenome	410658	soil metagenome	322	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Tillamook County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s006	soil														Red alder			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	1.5223	gravimetric															
SAMEA7724201	Generic.1.0	Generic	live	2020-12-20T10:32:13.768	public	17119230	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.440	EBI	soil sample 8.Myrold5.soil.7.HJADF1	soil metagenome	410658	soil metagenome	641	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Lane County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s007	soil														Douglas-fir			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	0.5692	gravimetric															
SAMEA7724202	Generic.1.0	Generic	live	2020-12-20T10:31:43.174	public	17119231	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.490	EBI	soil sample 9.Myrold5.soil.8.HJADF2	soil metagenome	410658	soil metagenome	662	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Lane County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s008	soil														Douglas-fir			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	0.7353	gravimetric															
SAMEA7724203	Generic.1.0	Generic	live	2020-12-20T10:31:10.030	public	17119232	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.536	EBI	soil sample 9.Myrold5.soil.9.HJADF3	soil metagenome	410658	soil metagenome	760	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Lane County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s009	soil														Douglas-fir			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	0.6717	gravimetric															
SAMEA7724204	Generic.1.0	Generic	live	2020-12-20T10:31:13.835	public	17119233	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.583	EBI	soil sample 8.Myrold5.soil.10.HJARA1	soil metagenome	410658	soil metagenome	637	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Lane County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s010	soil														Red alder			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	0.6048	gravimetric															
SAMEA7724205	Generic.1.0	Generic	live	2020-12-20T10:31:02.337	public	17119234	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.613	EBI	soil sample 8.Myrold5.soil.11.HJARA2	soil metagenome	410658	soil metagenome	665	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Lane County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s011	soil														Red alder			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	0.6144	gravimetric															
SAMEA7724206	Generic.1.0	Generic	live	2020-12-20T10:31:09.335	public	17119235	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.660	EBI	soil sample 8.Myrold5.soil.12.HJARA3	soil metagenome	410658	soil metagenome	758	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: State of Oregon,Lane County			Alder-Fir Study	qiita_sid_13114:13114.myrold.5.s012	soil														Red alder			Two sites (low, high soil N) by two tree species (Douglas-fir, red alder) in three replicate blocks per site											-80							forest	0.531	gravimetric															
SAMEA7724207	Generic.1.0	Generic	live	2020-12-20T10:30:59.963	public	17119236	2024-02-07T05:17:37.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.706	EBI	soil sample 9.Myrold59.soil.1.NRCS0046	soil metagenome	410658	soil metagenome	177	cropland biome	cropland	soil	soil	USA: Oregon,Marion County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s001	soil																	Biogeographical study	Jory										-80							cropland	26.26458316	gravemetric	Fine, mixed, active, mesic Xeric Palehumults														
SAMEA7724208	Generic.1.0	Generic	live	2020-12-20T10:31:18.909	public	17119237	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.753	EBI	soil sample 8.Myrold59.soil.2.NRCS0056	soil metagenome	410658	soil metagenome	70	cropland biome	cropland	soil	soil	USA: Oregon,Benton County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s002	soil																	Biogeographical study	Amity										-80							cropland	40.87406679	gravemetric	Fine-silty, mixed, superactive, mesic Argiaquic Xeric Argialbolls														
SAMEA7724209	Generic.1.0	Generic	live	2020-12-20T10:32:04.222	public	17119238	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.800	EBI	soil sample 9.Myrold59.soil.3.NRCS0061	soil metagenome	410658	soil metagenome	69	cropland biome	cropland	soil	soil	USA: Oregon,Benton County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s003	soil																	Biogeographical study	Willamette										-80							cropland	32.94649763	gravemetric	Fine-silty, mixed, superactive, mesic Pachic Ultic Argixerolls														
SAMEA7724210	Generic.1.0	Generic	live	2020-12-20T10:31:03.018	public	17119239	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.850	EBI	soil sample 9.Myrold59.soil.4.NRCS0066	soil metagenome	410658	soil metagenome	72	cropland biome	cropland	soil	soil	USA: Oregon,Benton County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s004	soil																	Biogeographical study	Woodburn										-80							cropland	41.85246269	gravemetric	Fine-silty, mixed, superactive, mesic Aquultic Argixerolls														
SAMEA7724211	Generic.1.0	Generic	live	2020-12-20T10:31:05.102	public	17119240	2021-08-23T00:27:33.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.896	EBI	soil sample 8.Myrold59.soil.5.NRCS0096	soil metagenome	410658	soil metagenome	1171	rangeland biome	rangeland	soil	soil	USA: Oregon,Union County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s005	soil																	Biogeographical study	Gwinly										-80							rangeland	25.57745123	gravemetric	Clayey-skeletal, smectitic, mesic Lithic Argixerolls														
SAMEA7724212	Generic.1.0	Generic	live	2020-12-20T10:31:12.300	public	17119241	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.956	EBI	soil sample 8.Myrold59.soil.6.NRCS0166	soil metagenome	410658	soil metagenome	1473	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: Oregon,Klamath County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s006	soil																	Biogeographical study	Lapine										-80							temperate coniferous forest	64.03522285	gravemetric	Ashy-pumiceous, glassy Xeric Vitricryands														
SAMEA7724213	Generic.1.0	Generic	live	2020-12-20T10:31:04.406	public	17119242	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:15.990	EBI	soil sample 9.Myrold59.soil.7.NRCS0171	soil metagenome	410658	soil metagenome	1379	rangeland biome	rangeland	soil	soil	USA: Oregon,Klamath County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s007	soil																	Biogeographical study	Wocusbay										-80							rangeland	342.2400884	gravemetric	Diatomaceous, euic Limnic Cryosaprists														
SAMEA7724214	Generic.1.0	Generic	live	2020-12-20T10:31:16.101	public	17119243	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.036	EBI	soil sample 8.Myrold59.soil.8.NRCS0176	soil metagenome	410658	soil metagenome	773	rangeland biome	rangeland	soil	soil	USA: Oregon,Sherman County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s008	soil																	Biogeographical study	Lickskillet										-80							rangeland	14.95127057	gravemetric	Loamy-skeletal, mixed, superactive, mesic Aridic Lithic Haploxerolls														
SAMEA7724215	Generic.1.0	Generic	live	2020-12-20T10:30:53.483	public	17119244	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.083	EBI	soil sample 8.Myrold59.soil.9.NRCS0181	soil metagenome	410658	soil metagenome	790	cropland biome	cropland	soil	soil	USA: Oregon,Sherman County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s009	soil																	Biogeographical study	Condon										-80							cropland	13.41290111	gravemetric	Fine-silty, mixed, superactive, mesic Typic Haploxerolls														
SAMEA7724216	Generic.1.0	Generic	live	2020-12-20T10:31:26.971	public	17119245	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.130	EBI	soil sample 8.Myrold59.soil.10.NRCS0206	soil metagenome	410658	soil metagenome	457	cropland biome	cropland	soil	soil	USA: Oregon,Umatilla County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s010	soil																	Biogeographical study	Walla Walla										-80							cropland	11.08752956	gravemetric	Coarse-silty, mixed, superactive, mesic Typic Haploxerolls														
SAMEA7724217	Generic.1.0	Generic	live	2020-12-20T10:31:24.810	public	17119246	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.176	EBI	soil sample 8.Myrold59.soil.11.NRCS0221	soil metagenome	410658	soil metagenome	6	cropland biome	cropland	soil	soil	USA: Oregon,Tillamook County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s011	soil																	Biogeographical study	Nehalem										-80							cropland	71.79258607	gravemetric	Fine-silty, mixed, superactive, isomesic Fluventic Humudepts														
SAMEA7724218	Generic.1.0	Generic	live	2020-12-20T10:31:08.652	public	17119247	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.206	EBI	soil sample 9.Myrold59.soil.12.NRCS0261	soil metagenome	410658	soil metagenome	321	cropland biome	cropland	soil	soil	USA: Oregon,Umatilla County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s012	soil																	Biogeographical study	Ritzville										-80							cropland	5.965089674	gravemetric	Coarse-silty, mixed, superactive, mesic Calcidic Haploxerolls														
SAMEA7724219	Generic.1.0	Generic	live	2020-12-20T10:30:54.903	public	17119248	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.253	EBI	soil sample 8.Myrold59.soil.13.NRCS0326	soil metagenome	410658	soil metagenome	1355	rangeland biome	rangeland	soil	soil	USA: Oregon,Deschutes County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s013	soil																	Biogeographical study	Brace										-80							rangeland	10.44359165	gravemetric	Fine-loamy, mixed, superactive, frigid Xeric Argidurids														
SAMEA7724220	Generic.1.0	Generic	live	2020-12-20T10:31:31.256	public	17119249	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.300	EBI	soil sample 9.Myrold59.soil.14.NRCS0331	soil metagenome	410658	soil metagenome	1496	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: Oregon,Grant County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s014	soil																	Biogeographical study	Klicker										-80							temperate coniferous forest	10.56014099	gravemetric	Loamy-skeletal, isotic, frigid Vitrandic Argixerolls														
SAMEA7724221	Generic.1.0	Generic	live	2020-12-20T10:31:34.771	public	17119250	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.333	EBI	soil sample 8.Myrold59.soil.15.NRCS0356	soil metagenome	410658	soil metagenome	67	temperate woodland biome	temperate woodland	soil	soil	USA: Oregon,Benton County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s015	soil																	Biogeographical study	Bashaw										-80							temperate woodland	79.61128738	gravemetric	Very-fine, smectitic, mesic Xeric Endoaquerts														
SAMEA7724222	Generic.1.0	Generic	live	2020-12-20T10:31:34.062	public	17119251	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.380	EBI	soil sample 9.Myrold59.soil.16.NRCS0371	soil metagenome	410658	soil metagenome	1422	rangeland biome	rangeland	soil	soil	USA: Oregon,Crook County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s016	soil																	Biogeographical study	Ateron										-80							rangeland	9.582366246	gravemetric	Clayey-skeletal, smectitic, frigid Lithic Argixerolls														
SAMEA7724223	Generic.1.0	Generic	live	2020-12-20T10:31:14.532	public	17119252	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.426	EBI	soil sample 8.Myrold59.soil.17.NRCS0386	soil metagenome	410658	soil metagenome	589	temperate woodland biome	temperate woodland	soil	soil	USA: Oregon,Jackson County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s017	soil																	Biogeographical study	Vannoy										-80							temperate woodland	21.12107927	gravemetric	Fine-loamy, mixed, superactive, mesic Mollic Haploxeralfs														
