Key	basename	extension	LastModified	Size	obo_foundry_title	bioportal_name	registry_url
opl.db	opl	db	2022-10-17T16:23:47.000Z	3174400	Ontology for Parasite LifeCycle	Ontology for Parasite LifeCycle	
opl.db.gz	opl	db.gz	2025-02-05T06:35:30.000Z	780173	Ontology for Parasite LifeCycle	Ontology for Parasite LifeCycle	
opl.owl	opl	owl	2022-06-20T02:05:44.000Z	965825	Ontology for Parasite LifeCycle	Ontology for Parasite LifeCycle	
opmi-relation-graph.tsv.gz	opmi	relation-graph.tsv.gz	2022-06-20T02:05:45.000Z	803242	Ontology of Precision Medicine and Investigation	Ontology of Precision Medicine and Investigation	
opmi.db.gz	opmi	db.gz	2025-02-05T06:35:31.000Z	5328325	Ontology of Precision Medicine and Investigation	Ontology of Precision Medicine and Investigation	
opmi.owl	opmi	owl	2022-06-20T02:05:45.000Z	4181905	Ontology of Precision Medicine and Investigation	Ontology of Precision Medicine and Investigation	
orcid.db.gz	orcid	db.gz	2025-02-05T06:35:33.000Z	308823			https://w3id.org/orcidio/orcidio.owl
ordo.db.gz	ordo	db.gz	2025-02-05T06:35:34.000Z	19529635		Orphanet Rare Disease Ontology	https://github.com/monarch-initiative/mondo-ingest/releases/latest/download/ordo.owl
ornaseq-relation-graph.tsv.gz	ornaseq	relation-graph.tsv.gz	2022-06-20T02:05:45.000Z	4959	Ontology of RNA Sequencing	Ontology of RNA Sequencing	
ornaseq.db	ornaseq	db	2022-10-17T16:23:47.000Z	663552	Ontology of RNA Sequencing	Ontology of RNA Sequencing	
ornaseq.db.gz	ornaseq	db.gz	2025-02-05T06:35:36.000Z	144027	Ontology of RNA Sequencing	Ontology of RNA Sequencing	
ornaseq.owl	ornaseq	owl	2022-06-20T02:05:45.000Z	166036	Ontology of RNA Sequencing	Ontology of RNA Sequencing	
ovae-relation-graph.tsv.gz	ovae	relation-graph.tsv.gz	2022-06-20T02:05:46.000Z	540388	Ontology of Vaccine Adverse Events	Ontology of Vaccine Adverse Events	
ovae.db.gz	ovae	db.gz	2025-02-05T06:35:39.000Z	4833387	Ontology of Vaccine Adverse Events	Ontology of Vaccine Adverse Events	
ovae.owl	ovae	owl	2022-06-20T02:05:47.000Z	4593976	Ontology of Vaccine Adverse Events	Ontology of Vaccine Adverse Events	
pathbank.db.gz	pathbank	db.gz	2025-02-01T21:50:06.000Z	32			https://w3id.org/biopragmatics/resources/pathbank/pathbank.obo.gz
pato-min.owl	pato	min.owl	2022-05-31T15:29:44.000Z	6078387	Phenotype And Trait Ontology	Phenotypic Quality Ontology	
pato-relation-graph.tsv.gz	pato	relation-graph.tsv.gz	2022-06-20T02:05:48.000Z	5276983	Phenotype And Trait Ontology	Phenotypic Quality Ontology	
pato.db.db	pato	db.db	2022-10-17T16:23:50.000Z	532480	Phenotype And Trait Ontology	Phenotypic Quality Ontology	
pato.db.gz	pato	db.gz	2025-02-05T06:35:40.000Z	28238571	Phenotype And Trait Ontology	Phenotypic Quality Ontology	
pato.owl	pato	owl	2022-06-20T02:05:50.000Z	28431839	Phenotype And Trait Ontology	Phenotypic Quality Ontology	
pba.db.gz	pba	db.gz	2025-02-05T06:35:41.000Z	439299			https://github.com/brain-bican/primate_brain_atlas_ontology/raw/main/pbao-base.owl
pcl-relation-graph.tsv.gz	pcl	relation-graph.tsv.gz	2022-06-20T02:05:50.000Z	12888327	Provisional Cell Ontology	Provisional Cell Ontology	http://purl.obolibrary.org/obo/pcl.owl
pcl.db.gz	pcl	db.gz	2025-02-05T06:35:43.000Z	218074460	Provisional Cell Ontology	Provisional Cell Ontology	http://purl.obolibrary.org/obo/pcl.owl
pcl.owl	pcl	owl	2022-06-20T02:05:55.000Z	92915378	Provisional Cell Ontology	Provisional Cell Ontology	http://purl.obolibrary.org/obo/pcl.owl
pco-relation-graph.tsv.gz	pco	relation-graph.tsv.gz	2022-06-20T02:05:57.000Z	10775	Population and Community Ontology	Population and Community Ontology	
pco.db	pco	db	2022-10-17T16:23:56.000Z	1765376	Population and Community Ontology	Population and Community Ontology	
pco.db.gz	pco	db.gz	2025-02-05T06:35:50.000Z	377853	Population and Community Ontology	Population and Community Ontology	
pco.owl	pco	owl	2022-06-20T02:05:59.000Z	595304	Population and Community Ontology	Population and Community Ontology	
pdro-relation-graph.tsv.gz	pdro	relation-graph.tsv.gz	2022-06-20T02:06:00.000Z	11916	The Prescription of Drugs Ontology	The Prescription of Drugs Ontology	
pdro.db	pdro	db	2022-10-17T16:23:57.000Z	1794048	The Prescription of Drugs Ontology	The Prescription of Drugs Ontology	
pdro.db.gz	pdro	db.gz	2025-02-05T06:35:52.000Z	393536	The Prescription of Drugs Ontology	The Prescription of Drugs Ontology	
pdro.owl	pdro	owl	2022-06-20T02:06:02.000Z	567148	The Prescription of Drugs Ontology	The Prescription of Drugs Ontology	
pdumdv-relation-graph.tsv.gz	pdumdv	relation-graph.tsv.gz	2022-06-20T02:06:04.000Z	906	Platynereis Developmental Stages	Platynereis Developmental Stages	
pdumdv.db	pdumdv	db	2022-10-17T16:23:58.000Z	532480	Platynereis Developmental Stages	Platynereis Developmental Stages	
pdumdv.db.gz	pdumdv	db.gz	2025-02-05T06:35:56.000Z	56959	Platynereis Developmental Stages	Platynereis Developmental Stages	
pdumdv.owl	pdumdv	owl	2022-06-20T02:06:05.000Z	73234	Platynereis Developmental Stages	Platynereis Developmental Stages	
peco-relation-graph.tsv.gz	peco	relation-graph.tsv.gz	2022-06-20T02:06:07.000Z	976744	Plant Experimental Conditions Ontology	Plant Experimental Conditions Ontology	
peco.db	peco	db	2022-10-17T16:24:00.000Z	41930752	Plant Experimental Conditions Ontology	Plant Experimental Conditions Ontology	
peco.db.gz	peco	db.gz	2025-02-05T06:35:56.000Z	6373073	Plant Experimental Conditions Ontology	Plant Experimental Conditions Ontology	
peco.owl	peco	owl	2022-06-20T02:06:11.000Z	6981357	Plant Experimental Conditions Ontology	Plant Experimental Conditions Ontology	
pfam.db.gz	pfam	db.gz	2025-02-01T21:50:14.000Z	4447181			https://w3id.org/biopragmatics/resources/pfam/pfam.owl
phenio-relation-graph.tsv.gz	phenio	relation-graph.tsv.gz	2022-05-31T15:32:02.000Z	256510586			https://github.com/monarch-initiative/phenio/releases/latest/download/phenio.owl.gz
phenio.db.gz	phenio	db.gz	2025-02-05T06:35:58.000Z	3240059836			https://github.com/monarch-initiative/phenio/releases/latest/download/phenio.owl.gz
phenio_test.db.gz	phenio_test	db.gz	2025-02-05T06:36:26.000Z	23958			https://github.com/monarch-initiative/phenio/releases/latest/download/phenio-test.owl
phipo-relation-graph.tsv.gz	phipo	relation-graph.tsv.gz	2022-06-20T02:06:12.000Z	869776	Pathogen Host Interaction Phenotype Ontology	Pathogen Host Interaction Phenotype Ontology	
phipo.db.gz	phipo	db.gz	2025-02-05T06:36:29.000Z	11847181	Pathogen Host Interaction Phenotype Ontology	Pathogen Host Interaction Phenotype Ontology	
phipo.owl	phipo	owl	2022-06-20T02:06:16.000Z	13889278	Pathogen Host Interaction Phenotype Ontology	Pathogen Host Interaction Phenotype Ontology	
plana-relation-graph.tsv.gz	plana	relation-graph.tsv.gz	2022-06-20T02:06:20.000Z	150002	planaria-ontology	Planarian Anatomy and Developmental Stage Ontolgoy	
plana.db	plana	db	2022-10-17T16:24:10.000Z	9658368	planaria-ontology	Planarian Anatomy and Developmental Stage Ontolgoy	
plana.db.gz	plana	db.gz	2025-02-05T06:36:36.000Z	1950784	planaria-ontology	Planarian Anatomy and Developmental Stage Ontolgoy	
plana.owl	plana	owl	2022-06-20T02:06:20.000Z	2719628	planaria-ontology	Planarian Anatomy and Developmental Stage Ontolgoy	
planp-relation-graph.tsv.gz	planp	relation-graph.tsv.gz	2022-06-20T02:06:21.000Z	709281	Planarian Phenotype Ontology	Planarian Phenotype Ontology	
planp.db	planp	db	2022-10-17T16:24:13.000Z	41021440	Planarian Phenotype Ontology	Planarian Phenotype Ontology	
planp.db.gz	planp	db.gz	2025-02-05T06:36:38.000Z	7788658	Planarian Phenotype Ontology	Planarian Phenotype Ontology	
planp.owl	planp	owl	2022-06-20T02:06:21.000Z	10529138	Planarian Phenotype Ontology	Planarian Phenotype Ontology	
po-relation-graph.tsv.gz	po	relation-graph.tsv.gz	2022-06-20T02:06:23.000Z	397334	Plant Ontology	Plant Ontology	
po.db.gz	po	db.gz	2025-02-05T06:36:41.000Z	4625396	Plant Ontology	Plant Ontology	
po.owl	po	owl	2022-06-20T02:06:24.000Z	7155145	Plant Ontology	Plant Ontology	
poro-relation-graph.tsv.gz	poro	relation-graph.tsv.gz	2022-06-20T02:06:25.000Z	121654	Porifera Ontology	Porifera Ontology	
poro.db	poro	db	2022-10-17T16:24:17.000Z	5443584	Porifera Ontology	Porifera Ontology	
poro.db.gz	poro	db.gz	2025-02-05T06:36:41.000Z	1072024	Porifera Ontology	Porifera Ontology	
poro.owl	poro	owl	2022-06-20T02:06:27.000Z	1133756	Porifera Ontology	Porifera Ontology	
ppeo.db	ppeo	db	2022-10-17T16:24:18.000Z	655360			http://purl.org/ppeo/PPEO.owl
ppeo.db.gz	ppeo	db.gz	2025-02-01T21:50:22.000Z	96547			http://purl.org/ppeo/PPEO.owl
ppo-relation-graph.tsv.gz	ppo	relation-graph.tsv.gz	2022-06-20T02:06:28.000Z	28809	Plant Phenology Ontology	Plant Phenology Ontology	
ppo.db	ppo	db	2022-10-17T16:24:18.000Z	4341760	Plant Phenology Ontology	Plant Phenology Ontology	
ppo.db.gz	ppo	db.gz	2025-02-05T06:36:42.000Z	895740	Plant Phenology Ontology	Plant Phenology Ontology	
ppo.owl	ppo	owl	2022-06-20T02:06:28.000Z	1589925	Plant Phenology Ontology	Plant Phenology Ontology	
pr-relation-graph.tsv.gz	pr	relation-graph.tsv.gz	2022-06-20T02:06:28.000Z	38863718	PRotein Ontology (PRO)	Protein Ontology	
pr.db.gz	pr	db.gz	2025-02-05T06:36:43.000Z	746989142	PRotein Ontology (PRO)	Protein Ontology	
pr.owl	pr	owl	2022-06-20T02:06:29.000Z	1241028150	PRotein Ontology (PRO)	Protein Ontology	
pride.db.gz	pride	db.gz	2025-02-05T06:36:42.000Z	161534298			https://raw.githubusercontent.com/PRIDE-Archive/pride-ontology/master/pride_cv.obo
proco.db	proco	db	2022-10-17T16:24:58.000Z	5332992	Process Chemistry Ontology	Process Chemistry Ontology	
proco.db.gz	proco	db.gz	2025-02-05T06:37:22.000Z	1089119	Process Chemistry Ontology	Process Chemistry Ontology	
prov.db.gz	prov	db.gz	2025-02-01T21:50:52.000Z	140215			http://www.w3.org/ns/prov.owl
psdo-relation-graph.tsv.gz	psdo	relation-graph.tsv.gz	2022-06-20T02:06:35.000Z	105243	Performance Summary Display Ontology	Performance Summary Display Ontology	
psdo.db	psdo	db	2022-10-17T16:24:59.000Z	8785920	Performance Summary Display Ontology	Performance Summary Display Ontology	
psdo.db.gz	psdo	db.gz	2025-02-05T06:37:26.000Z	2061689	Performance Summary Display Ontology	Performance Summary Display Ontology	
psdo.owl	psdo	owl	2022-06-20T02:06:41.000Z	2354320	Performance Summary Display Ontology	Performance Summary Display Ontology	
pso-relation-graph.tsv.gz	pso	relation-graph.tsv.gz	2022-06-20T02:06:42.000Z	477144	Plant Stress Ontology	PatientSafetyOntology	
pso.db.gz	pso	db.gz	2025-02-05T06:37:29.000Z	7569144	Plant Stress Ontology	PatientSafetyOntology	
pso.owl	pso	owl	2022-06-20T02:06:55.000Z	4290382	Plant Stress Ontology	PatientSafetyOntology	
pw-relation-graph.tsv.gz	pw	relation-graph.tsv.gz	2022-06-20T02:06:56.000Z	67320	Pathway ontology	Pathway Ontology	
pw.db	pw	db	2022-10-17T16:25:06.000Z	11108352	Pathway ontology	Pathway Ontology	
pw.db.gz	pw	db.gz	2025-02-05T06:37:34.000Z	2256411	Pathway ontology	Pathway Ontology	
pw.owl	pw	owl	2022-06-20T02:06:59.000Z	4965358	Pathway ontology	Pathway Ontology	
quantitykind.db.gz	quantitykind	db.gz	2025-02-01T21:50:56.000Z	2379055			http://qudt.org/vocab/quantitykind
qudtunit.db.gz	qudtunit	db.gz	2025-02-01T21:50:57.000Z	4629520			http://qudt.org/vocab/unit
rbo-relation-graph.tsv.gz	rbo	relation-graph.tsv.gz	2022-06-20T02:07:01.000Z	3216235	Radiation Biology Ontology	Radiation Biology Ontology	
rbo.db.gz	rbo	db.gz	2025-02-05T06:37:34.000Z	38971276	Radiation Biology Ontology	Radiation Biology Ontology	
rbo.owl	rbo	owl	2022-06-20T02:07:28.000Z	11108994	Radiation Biology Ontology	Radiation Biology Ontology	
reacto.db.gz	reacto	db.gz	2025-02-05T06:37:49.000Z	74792946			http://purl.obolibrary.org/obo/go/extensions/reacto.owl
reactome-Homo-sapiens.db.gz	reactome	Homo-sapiens.db.gz	2024-05-26T16:01:47.000Z	228616167			
reactome-hs.db.gz	reactome	hs.db.gz	2025-02-01T21:51:12.000Z	172819909			
reactome-mm.db.gz	reactome	mm.db.gz	2025-02-01T21:51:28.000Z	101799558			
